MD1 	 MD2	 DMP 	 DM3 	 Br(h-->e-nu) 	 Br(h-->mu-nu) 	 Br(h-->tau-nu) 	 Br(h-->W-h1) 	 Br(W-->e-nu) 	Br(W-->mu-nu) 	 Br(W-->tau-nu)
4.035620e+01 	1.747569e+02 	5.848631e+01 	7.591437e+01 	1.112559e-01 	1.112543e-01 	1.107409e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.621152e+02 	2.335503e+02 	5.667436e+01 	1.476072e+01 	1.112605e-01 	1.112588e-01 	1.107299e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.429595e+01 	1.104186e+02 	6.823587e+01 	1.788676e+01 	1.112057e-01 	1.112046e-01 	1.108287e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.002930e+01 	6.249681e+01 	1.211267e+01 	1.035484e+01 	1.151486e-01 	1.151038e-01 	1.036561e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.081021e+02 	1.931175e+02 	6.703136e+01 	1.798403e+01 	1.112020e-01 	1.112009e-01 	1.108392e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.906298e+02 	6.437426e+02 	1.773608e+01 	3.537669e+01 	1.129848e-01 	1.129639e-01 	1.075395e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.795140e+01 	9.061569e+01 	3.475203e+01 	1.791226e+01 	1.115920e-01 	1.115866e-01 	1.101187e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.489083e+02 	3.114777e+02 	4.133993e+01 	2.122946e+01 	1.114296e-01 	1.114261e-01 	1.104118e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.335044e+02 	5.767527e+02 	1.009432e+01 	3.315400e+01 	1.168750e-01 	1.168104e-01 	1.005907e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.971907e+02 	2.573547e+02 	3.783339e+01 	2.233064e+01 	1.114997e-01 	1.114954e-01 	1.102825e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.184424e+02 	9.963562e+02 	3.212125e+01 	4.579255e+01 	1.116604e-01 	1.116543e-01 	1.099753e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.059319e+02 	9.829868e+02 	2.835244e+01 	4.870247e+01 	1.118265e-01 	1.118184e-01 	1.096673e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.183759e+02 	2.402459e+02 	1.016864e+01 	1.170128e+01 	1.167942e-01 	1.167306e-01 	1.007365e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.997043e+02 	4.718464e+02 	1.631231e+01 	5.582979e+01 	1.133293e-01 	1.133047e-01 	1.069138e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.421957e+02 	2.604597e+02 	1.915678e+01 	9.910717e+01 	1.127187e-01 	1.127008e-01 	1.080340e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.190734e+02 	1.742544e+02 	4.075416e+01 	1.442678e+01 	1.114427e-01 	1.114390e-01 	1.103914e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.091249e+01 	1.335512e+02 	3.379719e+01 	7.884155e+01 	1.116358e-01 	1.116300e-01 	1.100392e-01 	0.000000e+00 	1.110533e-01 	1.110530e-01 	1.109718e-01 
3.367314e+02 	4.269143e+02 	3.369481e+01 	5.648813e+01 	1.116089e-01 	1.116033e-01 	1.100762e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.951417e+01 	1.244416e+02 	9.052190e+01 	1.440550e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.928644e+01 	1.725428e+02 	3.392245e+01 	7.933388e+01 	1.116107e-01 	1.116051e-01 	1.100823e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.541990e+01 	1.126296e+02 	7.549394e+01 	1.171581e+01 	1.111841e-01 	1.111751e-01 	1.109564e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.147697e+02 	5.797008e+02 	3.463903e+01 	3.029204e+01 	1.115792e-01 	1.115740e-01 	1.101292e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.385347e+02 	3.472241e+02 	1.799406e+01 	9.069526e+01 	1.129331e-01 	1.129129e-01 	1.076386e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.769180e+01 	4.622937e+01 	1.420904e+01 	1.432852e+01 	1.140949e-01 	1.140619e-01 	1.055545e-01 	0.000000e+00 	1.096888e-01 	1.096885e-01 	1.096083e-01 
3.590255e+01 	1.511655e+02 	9.896707e+01 	1.629587e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.966400e+01 	1.583531e+02 	4.998698e+01 	4.870211e+01 	1.113220e-01 	1.113197e-01 	1.106186e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.701842e+02 	2.426177e+02 	1.068672e+01 	6.174682e+01 	1.162637e-01 	1.162063e-01 	1.016697e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.230143e+02 	6.539017e+02 	3.378835e+01 	9.709904e+01 	1.116050e-01 	1.115994e-01 	1.100812e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.752172e+01 	1.382956e+02 	7.874288e+01 	4.203098e+01 	1.111669e-01 	1.111580e-01 	1.109003e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.622816e+01 	1.497867e+02 	3.489794e+01 	6.866058e+01 	1.115846e-01 	1.115793e-01 	1.101317e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.213045e+02 	1.553601e+02 	2.285704e+01 	1.119860e+01 	1.122349e-01 	1.122224e-01 	1.089236e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.939205e+01 	1.035370e+02 	3.281890e+01 	3.132601e+01 	1.116527e-01 	1.116466e-01 	1.100061e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.245982e+02 	3.572935e+02 	3.484613e+01 	9.784916e+01 	1.115753e-01 	1.115701e-01 	1.101411e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.852185e+01 	1.500589e+02 	9.773992e+01 	1.379711e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.919532e+01 	1.793446e+02 	3.842632e+01 	7.172293e+01 	1.114922e-01 	1.114880e-01 	1.103017e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.227017e+01 	1.016978e+02 	4.529133e+01 	4.413633e+01 	1.114061e-01 	1.114029e-01 	1.104618e-01 	0.000000e+00 	1.109319e-01 	1.109316e-01 	1.108506e-01 
1.508485e+01 	5.879112e+01 	2.339326e+01 	2.031302e+01 	1.122355e-01 	1.122229e-01 	1.089366e-01 	0.000000e+00 	1.100332e-01 	1.100328e-01 	1.099525e-01 
3.378784e+02 	4.516207e+02 	8.671360e+01 	2.702869e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.332921e+02 	2.637671e+02 	1.405235e+01 	1.642270e+01 	1.141023e-01 	1.140693e-01 	1.055176e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.909723e+02 	9.646514e+02 	4.828879e+01 	2.539029e+01 	1.113306e-01 	1.113281e-01 	1.105902e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.174052e+01 	9.077717e+01 	2.056734e+01 	3.846931e+01 	1.125241e-01 	1.125084e-01 	1.084011e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.088021e+01 	1.250097e+02 	7.582060e+01 	3.830888e+01 	1.112030e-01 	1.111923e-01 	1.108685e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.067767e+02 	1.804759e+02 	6.340259e+01 	1.029665e+01 	1.112205e-01 	1.112193e-01 	1.108055e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.864163e+01 	1.110028e+02 	4.161670e+01 	1.074450e+01 	1.114323e-01 	1.114288e-01 	1.104135e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.966179e+01 	6.963404e+01 	2.898728e+01 	2.098496e+01 	1.118320e-01 	1.118240e-01 	1.096772e-01 	0.000000e+00 	1.107774e-01 	1.107770e-01 	1.106961e-01 
4.197859e+01 	1.156390e+02 	4.116014e+01 	3.250028e+01 	1.114442e-01 	1.114405e-01 	1.103924e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.725810e+01 	7.433038e+01 	1.789652e+01 	1.917576e+01 	1.129721e-01 	1.129515e-01 	1.075803e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.792115e+01 	1.174656e+02 	2.511545e+01 	6.442901e+01 	1.120598e-01 	1.120492e-01 	1.092556e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.915243e+01 	1.242734e+02 	7.842635e+01 	1.669463e+01 	1.111662e-01 	1.111591e-01 	1.109083e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.973315e+02 	5.695589e+02 	5.812103e+01 	1.410640e+01 	1.112477e-01 	1.112462e-01 	1.107479e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.983680e+01 	1.006152e+02 	3.802131e+01 	3.275705e+01 	1.115128e-01 	1.115084e-01 	1.102660e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.859739e+02 	3.925973e+02 	1.732873e+01 	8.929471e+01 	1.130762e-01 	1.130545e-01 	1.073764e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.139117e+02 	2.122376e+02 	7.459237e+01 	2.373347e+01 	1.111260e-01 	1.111181e-01 	1.109783e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.480432e+02 	3.764003e+02 	8.148710e+01 	4.686991e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.718310e+02 	3.095832e+02 	1.354607e+01 	2.420608e+01 	1.143289e-01 	1.142933e-01 	1.051090e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.722767e+02 	2.425407e+02 	4.267567e+01 	2.758833e+01 	1.114086e-01 	1.114054e-01 	1.104529e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.500568e+01 	1.304188e+02 	4.652426e+01 	4.888890e+01 	1.113668e-01 	1.113640e-01 	1.105361e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.297961e+02 	1.834865e+02 	1.974712e+01 	3.394325e+01 	1.126235e-01 	1.126066e-01 	1.082091e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.547302e+01 	1.486965e+02 	7.791190e+01 	1.531154e+01 	1.111665e-01 	1.111599e-01 	1.109160e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.671578e+02 	2.310886e+02 	3.512156e+01 	2.880924e+01 	1.115685e-01 	1.115634e-01 	1.101554e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.021676e+01 	1.588473e+02 	3.816918e+01 	7.046138e+01 	1.115011e-01 	1.114968e-01 	1.102864e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.071447e+02 	1.438082e+02 	2.275735e+01 	1.390621e+01 	1.122458e-01 	1.122331e-01 	1.089045e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.556510e+02 	6.921810e+02 	2.564475e+01 	1.088527e+01 	1.119936e-01 	1.119837e-01 	1.093596e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.087027e+01 	4.575662e+01 	1.423217e+01 	1.065418e+01 	1.140734e-01 	1.140406e-01 	1.055907e-01 	0.000000e+00 	1.100651e-01 	1.100648e-01 	1.099844e-01 
1.148040e+02 	1.547126e+02 	2.238658e+01 	1.752201e+01 	1.122840e-01 	1.122709e-01 	1.088337e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.704510e+02 	7.906652e+02 	7.502570e+01 	4.518852e+01 	1.111795e-01 	1.111721e-01 	1.109014e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.300980e+01 	7.379627e+01 	1.870200e+01 	4.208447e+01 	1.128727e-01 	1.128531e-01 	1.077728e-01 	0.000000e+00 	1.095367e-01 	1.095364e-01 	1.094564e-01 
1.709765e+02 	2.804464e+02 	9.569937e+01 	1.377053e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.867038e+01 	1.638290e+02 	2.684514e+01 	8.831353e+01 	1.119274e-01 	1.119183e-01 	1.094967e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.743796e+02 	6.327503e+02 	2.683982e+01 	3.153087e+01 	1.119142e-01 	1.119052e-01 	1.095071e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.222955e+01 	8.723300e+01 	1.301885e+01 	4.198459e+01 	1.146186e-01 	1.145798e-01 	1.046053e-01 	0.000000e+00 	1.110870e-01 	1.110867e-01 	1.110055e-01 
3.511538e+01 	1.262999e+02 	1.221915e+01 	7.896534e+01 	1.150833e-01 	1.150393e-01 	1.037739e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.691309e+01 	1.078436e+02 	1.581946e+01 	6.511104e+01 	1.135026e-01 	1.134762e-01 	1.066186e-01 	0.000000e+00 	1.107819e-01 	1.107816e-01 	1.107007e-01 
1.536753e+01 	6.399066e+01 	1.338403e+01 	3.523910e+01 	1.144794e-01 	1.144421e-01 	1.048668e-01 	0.000000e+00 	1.094403e-01 	1.094400e-01 	1.093600e-01 
4.915021e+02 	6.004670e+02 	5.416595e+01 	5.479896e+01 	1.112765e-01 	1.112746e-01 	1.106943e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.235448e+02 	1.773314e+02 	1.401655e+01 	3.977008e+01 	1.141202e-01 	1.140870e-01 	1.054893e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.092276e+02 	3.592524e+02 	3.571204e+01 	1.431275e+01 	1.115504e-01 	1.115455e-01 	1.101855e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.012434e+01 	1.238957e+02 	3.837312e+01 	5.539823e+01 	1.115048e-01 	1.115004e-01 	1.102808e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.422109e+02 	8.971381e+02 	9.475535e+01 	6.017177e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.224007e+01 	1.025641e+02 	2.022675e+01 	5.009732e+01 	1.125717e-01 	1.125554e-01 	1.083138e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.659471e+02 	4.024121e+02 	1.534874e+01 	2.111626e+01 	1.136176e-01 	1.135899e-01 	1.063911e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.768749e+02 	5.499060e+02 	2.963505e+01 	4.339608e+01 	1.117641e-01 	1.117568e-01 	1.097861e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.820436e+02 	2.826747e+02 	7.643385e+01 	2.419728e+01 	1.111740e-01 	1.111672e-01 	1.109127e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.478831e+02 	9.326398e+02 	5.910274e+01 	2.565388e+01 	1.112403e-01 	1.112388e-01 	1.107590e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.873990e+02 	3.312321e+02 	5.002318e+01 	9.380993e+01 	1.113159e-01 	1.113136e-01 	1.106257e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.486885e+02 	1.778735e+02 	1.711668e+01 	1.206827e+01 	1.131279e-01 	1.131055e-01 	1.072863e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.593566e+01 	7.558068e+01 	1.536812e+01 	3.427690e+01 	1.136455e-01 	1.136174e-01 	1.063603e-01 	0.000000e+00 	1.106646e-01 	1.106642e-01 	1.105834e-01 
3.464186e+02 	3.861170e+02 	1.094404e+01 	2.875433e+01 	1.160248e-01 	1.159700e-01 	1.020871e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.104403e+01 	1.593636e+02 	6.488198e+01 	2.343756e+01 	1.112146e-01 	1.112134e-01 	1.108170e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.718441e+01 	1.320388e+02 	8.991919e+01 	2.493516e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.770215e+01 	9.066128e+01 	4.597013e+01 	1.698900e+01 	1.113776e-01 	1.113747e-01 	1.105161e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.200849e+01 	1.112298e+02 	1.056830e+01 	2.865296e+01 	1.163842e-01 	1.163254e-01 	1.014633e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.977936e+02 	2.759548e+02 	5.249059e+01 	2.567059e+01 	1.112927e-01 	1.112907e-01 	1.106687e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.986927e+01 	8.839964e+01 	1.711428e+01 	1.141610e+01 	1.131360e-01 	1.131136e-01 	1.072775e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.490502e+02 	3.246780e+02 	4.972555e+01 	2.590231e+01 	1.113181e-01 	1.113158e-01 	1.106201e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.127748e+02 	1.019625e+03 	8.239322e+01 	2.445704e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.437934e+02 	7.228434e+02 	6.333473e+01 	1.571525e+01 	1.112162e-01 	1.112149e-01 	1.108052e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.378576e+02 	1.932912e+02 	1.603500e+01 	3.939864e+01 	1.134105e-01 	1.133850e-01 	1.067726e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.208656e+01 	1.696223e+02 	7.704782e+01 	6.048792e+01 	1.111791e-01 	1.111713e-01 	1.109026e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.022770e+02 	1.656158e+02 	4.678972e+01 	1.654910e+01 	1.113539e-01 	1.113512e-01 	1.105576e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.595333e+02 	7.865155e+02 	1.497641e+01 	1.200569e+01 	1.137424e-01 	1.137133e-01 	1.061614e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.326968e+01 	5.515712e+01 	1.084937e+01 	1.103807e+01 	1.161348e-01 	1.160788e-01 	1.019106e-01 	0.000000e+00 	1.110837e-01 	1.110834e-01 	1.110023e-01 
6.487050e+02 	6.989031e+02 	3.458077e+01 	1.561737e+01 	1.115805e-01 	1.115752e-01 	1.101257e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.643377e+02 	9.753248e+02 	8.307395e+01 	2.791318e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.725112e+02 	3.055377e+02 	1.789382e+01 	1.513267e+01 	1.129534e-01 	1.129329e-01 	1.076009e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.756111e+02 	5.479126e+02 	6.125966e+01 	1.104185e+01 	1.112283e-01 	1.112270e-01 	1.107842e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.385926e+01 	1.244033e+02 	4.996190e+01 	1.058211e+01 	1.113217e-01 	1.113194e-01 	1.106190e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.310003e+02 	1.001546e+03 	1.174621e+01 	5.879907e+01 	1.153804e-01 	1.153330e-01 	1.032238e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.152040e+02 	4.763072e+02 	1.150244e+01 	4.960073e+01 	1.155632e-01 	1.155138e-01 	1.029028e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.369950e+01 	9.700569e+01 	6.300683e+01 	2.029936e+01 	1.112413e-01 	1.112399e-01 	1.107618e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.131584e+02 	5.390538e+02 	1.253663e+01 	1.335877e+01 	1.148634e-01 	1.148219e-01 	1.041477e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.266604e+02 	4.072977e+02 	5.128261e+01 	2.935467e+01 	1.113023e-01 	1.113001e-01 	1.106483e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.183825e+01 	9.547492e+01 	3.420043e+01 	2.943623e+01 	1.116119e-01 	1.116064e-01 	1.100823e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.015207e+02 	1.969521e+02 	3.815303e+01 	5.727842e+01 	1.114954e-01 	1.114912e-01 	1.102939e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.286455e+02 	2.360418e+02 	6.272556e+01 	4.467077e+01 	1.112235e-01 	1.112223e-01 	1.107994e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.736230e+02 	8.062660e+02 	1.806373e+01 	1.457919e+01 	1.129163e-01 	1.128962e-01 	1.076632e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.381169e+02 	5.799109e+02 	2.643000e+01 	1.536392e+01 	1.119404e-01 	1.119311e-01 	1.094588e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.206460e+02 	1.828728e+02 	3.122239e+01 	3.100443e+01 	1.117003e-01 	1.116937e-01 	1.099122e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.246570e+01 	1.222753e+02 	2.973251e+01 	4.007713e+01 	1.117713e-01 	1.117639e-01 	1.097851e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.867057e+02 	7.271184e+02 	8.321419e+01 	5.719851e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.377855e+01 	1.463433e+02 	4.713999e+01 	4.542477e+01 	1.113542e-01 	1.113516e-01 	1.105590e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.732682e+01 	5.498398e+01 	1.187507e+01 	2.578208e+01 	1.153549e-01 	1.153077e-01 	1.033024e-01 	0.000000e+00 	1.095464e-01 	1.095461e-01 	1.094660e-01 
1.102583e+01 	5.001023e+01 	2.525806e+01 	1.372634e+01 	1.120973e-01 	1.120863e-01 	1.091919e-01 	0.000000e+00 	1.097642e-01 	1.097639e-01 	1.096837e-01 
5.862768e+02 	6.205049e+02 	1.783272e+01 	1.639536e+01 	1.129643e-01 	1.129438e-01 	1.075768e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.283676e+02 	5.393605e+02 	9.349759e+01 	1.749530e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.661021e+02 	4.377706e+02 	5.388108e+01 	1.778741e+01 	1.112794e-01 	1.112775e-01 	1.106904e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.938220e+02 	2.961532e+02 	4.923282e+01 	5.309834e+01 	1.113239e-01 	1.113215e-01 	1.106106e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.419361e+01 	1.072675e+02 	1.333598e+01 	1.973788e+01 	1.144378e-01 	1.144010e-01 	1.049217e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.700426e+01 	6.373547e+01 	3.105049e+01 	1.568072e+01 	1.117437e-01 	1.117367e-01 	1.098405e-01 	0.000000e+00 	1.106543e-01 	1.106540e-01 	1.105731e-01 
1.074220e+02 	1.971722e+02 	6.202307e+01 	2.772714e+01 	1.112282e-01 	1.112268e-01 	1.107915e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.508728e+02 	7.385732e+02 	5.185548e+01 	3.584490e+01 	1.112956e-01 	1.112935e-01 	1.106572e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.311390e+01 	2.001723e+02 	8.078974e+01 	8.626864e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.764297e+02 	6.304196e+02 	2.703146e+01 	2.695847e+01 	1.119024e-01 	1.118935e-01 	1.095289e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.446434e+02 	3.210042e+02 	3.480618e+01 	4.155463e+01 	1.115762e-01 	1.115710e-01 	1.101389e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.879635e+01 	1.262407e+02 	1.501316e+01 	9.243118e+01 	1.137846e-01 	1.137550e-01 	1.061131e-01 	0.000000e+00 	1.098916e-01 	1.098913e-01 	1.098110e-01 
1.053287e+02 	2.631837e+02 	9.383847e+01 	6.401649e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.943307e+01 	8.191439e+01 	1.503225e+01 	1.744907e+01 	1.137382e-01 	1.137092e-01 	1.061858e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.529465e+01 	1.111098e+02 	1.002634e+01 	1.578883e+01 	1.169595e-01 	1.168939e-01 	1.004532e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.153773e+02 	2.738465e+02 	3.515000e+01 	2.331915e+01 	1.115668e-01 	1.115617e-01 	1.101571e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.972042e+01 	5.207803e+01 	2.131450e+01 	1.104310e+01 	1.124463e-01 	1.124314e-01 	1.085477e-01 	0.000000e+00 	1.103713e-01 	1.103710e-01 	1.102904e-01 
