MD1 	 MD2	 DMP 	 DM3 	 Br(h-->e-nu) 	 Br(h-->mu-nu) 	 Br(h-->tau-nu) 	 Br(h-->W-h1) 	 Br(W-->e-nu) 	Br(W-->mu-nu) 	 Br(W-->tau-nu)
2.737859e+01 	1.015260e+02 	6.076718e+01 	1.338020e+01 	1.112454e-01 	1.112439e-01 	1.107589e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.243555e+01 	1.319059e+02 	3.703209e+01 	1.243821e+01 	1.115225e-01 	1.115180e-01 	1.102445e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.566463e+02 	2.640008e+02 	3.247174e+01 	7.488273e+01 	1.116523e-01 	1.116462e-01 	1.100000e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.922324e+02 	3.778497e+02 	1.770520e+01 	6.791210e+01 	1.129929e-01 	1.129720e-01 	1.075282e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.180843e+02 	1.448298e+02 	1.465371e+01 	1.209186e+01 	1.138652e-01 	1.138348e-01 	1.059497e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.283374e+01 	1.179061e+02 	1.428744e+01 	2.078488e+01 	1.140105e-01 	1.139784e-01 	1.056898e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.807347e+01 	1.059712e+02 	1.223197e+01 	3.566578e+01 	1.150632e-01 	1.150195e-01 	1.038045e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.452549e+02 	3.118159e+02 	4.494943e+01 	2.161157e+01 	1.113743e-01 	1.113713e-01 	1.105153e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.398750e+01 	1.555447e+02 	5.340117e+01 	8.815600e+01 	1.113110e-01 	1.113088e-01 	1.106364e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.966776e+02 	6.030430e+02 	9.169529e+01 	1.467013e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.278891e+01 	1.297367e+02 	8.162693e+01 	1.532082e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.174918e+01 	5.304358e+01 	2.036193e+01 	2.093247e+01 	1.126109e-01 	1.125942e-01 	1.082514e-01 	0.000000e+00 	1.095217e-01 	1.095214e-01 	1.094414e-01 
1.143073e+01 	1.058365e+02 	1.061687e+01 	8.378885e+01 	1.164464e-01 	1.163867e-01 	1.013874e-01 	0.000000e+00 	1.089280e-01 	1.089277e-01 	1.088481e-01 
9.591172e+02 	1.031827e+03 	4.555137e+01 	2.715803e+01 	1.113633e-01 	1.113605e-01 	1.105286e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.143107e+02 	1.981675e+02 	4.292294e+01 	4.093390e+01 	1.114065e-01 	1.114032e-01 	1.104591e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.638994e+01 	7.664428e+01 	1.608514e+01 	2.416920e+01 	1.134140e-01 	1.133885e-01 	1.067763e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.556570e+01 	2.057446e+02 	9.298653e+01 	1.719237e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.779953e+01 	1.484610e+02 	8.078464e+01 	2.987678e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.373718e+02 	7.847073e+02 	1.269115e+01 	3.464436e+01 	1.147725e-01 	1.147319e-01 	1.043086e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.617953e+02 	2.231489e+02 	3.509251e+01 	2.626105e+01 	1.115694e-01 	1.115643e-01 	1.101538e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.737643e+01 	1.261873e+02 	1.040782e+01 	5.840305e+01 	1.165490e-01 	1.164882e-01 	1.011757e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.205757e+01 	1.357697e+02 	2.979996e+01 	1.391220e+01 	1.117626e-01 	1.117553e-01 	1.097982e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.287545e+01 	7.925685e+01 	2.440589e+01 	4.197551e+01 	1.121550e-01 	1.121434e-01 	1.090851e-01 	0.000000e+00 	1.098829e-01 	1.098825e-01 	1.098023e-01 
2.436722e+02 	2.722251e+02 	1.057960e+01 	1.797331e+01 	1.163661e-01 	1.163075e-01 	1.014874e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.178474e+02 	2.058290e+02 	6.858298e+01 	1.939867e+01 	1.111943e-01 	1.111933e-01 	1.108528e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.471222e+02 	2.633222e+02 	3.841071e+01 	7.778929e+01 	1.114880e-01 	1.114839e-01 	1.103058e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.385038e+02 	3.347540e+02 	6.046347e+01 	3.578671e+01 	1.112347e-01 	1.112333e-01 	1.107761e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.338622e+01 	1.140975e+02 	3.663372e+01 	1.407757e+01 	1.115345e-01 	1.115298e-01 	1.102234e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.083654e+01 	1.773890e+02 	8.900341e+01 	4.754908e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.857166e+02 	4.567667e+02 	8.998712e+01 	8.106292e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999996e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.415499e+02 	2.240558e+02 	4.656167e+01 	3.594427e+01 	1.113553e-01 	1.113526e-01 	1.105536e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.630865e+01 	1.232521e+02 	1.356647e+01 	2.337703e+01 	1.143249e-01 	1.142894e-01 	1.051234e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.061332e+01 	8.206734e+01 	2.227711e+01 	2.917691e+01 	1.123159e-01 	1.123024e-01 	1.087837e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.799894e+02 	7.210842e+02 	2.702671e+01 	1.406809e+01 	1.119023e-01 	1.118934e-01 	1.095281e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.919717e+01 	9.356717e+01 	1.074336e+01 	2.362664e+01 	1.162186e-01 	1.161617e-01 	1.017566e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.411072e+02 	3.967461e+02 	4.450037e+01 	1.113851e+01 	1.113796e-01 	1.113766e-01 	1.105035e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.113312e+01 	8.634912e+01 	5.573589e+01 	1.948011e+01 	1.112957e-01 	1.112937e-01 	1.106628e-01 	0.000000e+00 	1.111268e-01 	1.111265e-01 	1.110453e-01 
2.114297e+01 	1.415902e+02 	3.409035e+01 	8.635686e+01 	1.116262e-01 	1.116204e-01 	1.100570e-01 	0.000000e+00 	1.110736e-01 	1.110733e-01 	1.109922e-01 
4.811526e+01 	1.102009e+02 	3.662498e+01 	2.546063e+01 	1.115378e-01 	1.115331e-01 	1.102183e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.724228e+01 	1.117119e+02 	1.231232e+01 	2.215733e+01 	1.150087e-01 	1.149655e-01 	1.038996e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.667626e+01 	9.460333e+01 	2.552446e+01 	5.240260e+01 	1.120510e-01 	1.120405e-01 	1.092748e-01 	0.000000e+00 	1.103183e-01 	1.103180e-01 	1.102374e-01 
2.121029e+01 	4.933880e+01 	1.360890e+01 	1.451961e+01 	1.143453e-01 	1.143095e-01 	1.051015e-01 	0.000000e+00 	1.100637e-01 	1.100634e-01 	1.099830e-01 
9.034118e+02 	9.522425e+02 	1.931880e+01 	2.951191e+01 	1.126866e-01 	1.126691e-01 	1.080827e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.075595e+01 	1.103965e+02 	2.055378e+01 	5.908679e+01 	1.125270e-01 	1.125112e-01 	1.083961e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.538606e+01 	1.759131e+02 	2.066144e+01 	7.986559e+01 	1.124949e-01 	1.124795e-01 	1.084485e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.292144e+02 	8.754813e+02 	3.285773e+01 	1.340924e+01 	1.116346e-01 	1.116287e-01 	1.100238e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.668829e+01 	6.661021e+01 	1.014530e+01 	1.977662e+01 	1.168403e-01 	1.167761e-01 	1.006700e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.146519e+01 	1.221976e+02 	2.419549e+01 	2.653696e+01 	1.121154e-01 	1.121042e-01 	1.091472e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.145752e+02 	3.217914e+02 	8.490229e+01 	2.231392e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.069719e+02 	1.888162e+02 	2.937265e+01 	5.247162e+01 	1.117816e-01 	1.117741e-01 	1.097622e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.484919e+02 	4.896609e+02 	6.552074e+01 	7.564822e+01 	1.112061e-01 	1.112049e-01 	1.108269e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.717461e+02 	9.218194e+02 	1.168172e+01 	3.839156e+01 	1.154274e-01 	1.153795e-01 	1.031406e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.159527e+01 	1.654644e+02 	3.752693e+01 	9.634215e+01 	1.115229e-01 	1.115184e-01 	1.102470e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.004367e+01 	1.637095e+02 	7.989742e+01 	7.376842e+01 	1.111961e-01 	1.111848e-01 	1.108439e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.971158e+01 	1.137968e+02 	1.000248e+01 	6.408270e+01 	1.169998e-01 	1.169338e-01 	1.003899e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.109595e+02 	7.253022e+02 	5.694357e+01 	5.739908e+01 	1.112553e-01 	1.112537e-01 	1.107327e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.762646e+02 	7.251246e+02 	2.426841e+01 	2.459161e+01 	1.121001e-01 	1.120890e-01 	1.091626e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.184015e+02 	9.050535e+02 	4.103709e+01 	4.561489e+01 	1.114323e-01 	1.114288e-01 	1.104005e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.622518e+02 	2.991794e+02 	6.725754e+01 	6.967004e+01 	1.111996e-01 	1.111984e-01 	1.108423e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.415348e+01 	1.498846e+02 	6.009453e+01 	7.563660e+01 	1.112592e-01 	1.112575e-01 	1.107303e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.983389e+02 	5.574453e+02 	1.410527e+01 	4.500116e+01 	1.140781e-01 	1.140453e-01 	1.055572e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.898116e+02 	4.021268e+02 	7.756423e+01 	3.475094e+01 	1.111626e-01 	1.111565e-01 	1.109197e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.121675e+01 	3.722374e+01 	1.137935e+01 	1.462765e+01 	1.157776e-01 	1.157256e-01 	1.025657e-01 	0.000000e+00 	1.081158e-01 	1.081154e-01 	1.080365e-01 
1.507246e+01 	5.282755e+01 	2.349233e+01 	1.426276e+01 	1.122261e-01 	1.122137e-01 	1.089537e-01 	0.000000e+00 	1.100381e-01 	1.100378e-01 	1.099574e-01 
2.506422e+02 	3.599502e+02 	8.959821e+01 	1.970975e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.559240e+02 	2.885841e+02 	1.150658e+01 	2.115354e+01 	1.155612e-01 	1.155118e-01 	1.029089e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.646089e+02 	3.688133e+02 	7.174717e+01 	3.245731e+01 	1.111774e-01 	1.111764e-01 	1.108789e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.818975e+02 	3.054973e+02 	8.985923e+01 	3.374062e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.166282e+02 	2.855915e+02 	4.799803e+01 	2.096526e+01 	1.113369e-01 	1.113344e-01 	1.105856e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.112358e+01 	1.483079e+02 	1.041208e+01 	5.677228e+01 	1.165402e-01 	1.164796e-01 	1.011882e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.460634e+02 	4.478035e+02 	1.971301e+01 	8.202711e+01 	1.126253e-01 	1.126084e-01 	1.081999e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.813766e+02 	6.876997e+02 	4.158695e+01 	6.473611e+01 	1.114234e-01 	1.114199e-01 	1.104188e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.632664e+02 	8.000019e+02 	1.171668e+01 	2.501888e+01 	1.154021e-01 	1.153544e-01 	1.031861e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.363062e+02 	3.800462e+02 	9.940781e+01 	4.433224e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.851372e+01 	1.730508e+02 	2.862249e+01 	7.591456e+01 	1.118222e-01 	1.118143e-01 	1.096893e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.768645e+02 	2.637098e+02 	3.537389e+01 	5.147141e+01 	1.115612e-01 	1.115562e-01 	1.101685e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.827995e+01 	1.563116e+02 	9.992136e+01 	1.811031e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.355328e+02 	8.678207e+02 	1.661101e+01 	1.567689e+01 	1.132485e-01 	1.132248e-01 	1.070573e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.950580e+02 	3.329713e+02 	2.329685e+01 	1.461645e+01 	1.121887e-01 	1.121766e-01 	1.090036e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.905304e+01 	2.101559e+02 	5.957672e+01 	5.152612e+01 	1.112430e-01 	1.112415e-01 	1.107642e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.231862e+01 	9.434646e+01 	1.091169e+01 	7.111615e+01 	1.161590e-01 	1.161026e-01 	1.018899e-01 	0.000000e+00 	1.090178e-01 	1.090175e-01 	1.089378e-01 
1.149380e+01 	1.182778e+02 	1.280017e+01 	9.398386e+01 	1.148214e-01 	1.147803e-01 	1.042623e-01 	0.000000e+00 	1.090500e-01 	1.090496e-01 	1.089700e-01 
1.632616e+01 	1.385232e+02 	9.367982e+01 	2.851722e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.403756e+02 	1.018169e+03 	4.343120e+01 	3.436190e+01 	1.113931e-01 	1.113899e-01 	1.104732e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.005849e+02 	5.916063e+02 	3.641150e+01 	5.460985e+01 	1.115311e-01 	1.115265e-01 	1.102188e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.239830e+01 	1.855887e+02 	8.376340e+01 	5.942698e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.872311e+01 	8.485364e+01 	2.404895e+01 	1.208158e+01 	1.121331e-01 	1.121217e-01 	1.091171e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.245629e+01 	9.499719e+01 	5.014752e+01 	1.239337e+01 	1.113270e-01 	1.113246e-01 	1.106097e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.946752e+01 	1.117048e+02 	1.343601e+01 	6.880129e+01 	1.144102e-01 	1.143737e-01 	1.049803e-01 	0.000000e+00 	1.108996e-01 	1.108993e-01 	1.108183e-01 
9.351287e+01 	1.626430e+02 	5.222389e+01 	1.690620e+01 	1.112980e-01 	1.112959e-01 	1.106622e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.456146e+02 	4.041304e+02 	3.617092e+01 	2.234487e+01 	1.115381e-01 	1.115333e-01 	1.102078e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.827439e+02 	3.018424e+02 	7.898036e+01 	4.011812e+01 	1.111291e-01 	1.111246e-01 	1.110548e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.900479e+01 	9.684484e+01 	2.628969e+01 	2.155036e+01 	1.119631e-01 	1.119536e-01 	1.094307e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.512332e+01 	1.411265e+02 	6.484604e+01 	2.115710e+01 	1.112162e-01 	1.112150e-01 	1.108140e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.591899e+02 	8.173332e+02 	3.347231e+01 	2.467105e+01 	1.116143e-01 	1.116087e-01 	1.100619e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.893618e+01 	1.978536e+02 	2.930080e+01 	6.961658e+01 	1.117855e-01 	1.117780e-01 	1.097554e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.804878e+01 	2.095178e+02 	9.604437e+01 	2.542468e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.811469e+01 	1.312751e+02 	2.308016e+01 	9.008020e+01 	1.122550e-01 	1.122422e-01 	1.088994e-01 	0.000000e+00 	1.103146e-01 	1.103143e-01 	1.102337e-01 
8.140606e+01 	1.518989e+02 	5.056287e+01 	1.993000e+01 	1.113142e-01 	1.113119e-01 	1.106324e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.314906e+02 	4.978940e+02 	3.032471e+01 	3.607871e+01 	1.117334e-01 	1.117264e-01 	1.098436e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.711098e+02 	3.605868e+02 	2.731574e+01 	6.216118e+01 	1.118870e-01 	1.118783e-01 	1.095614e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.266880e+02 	3.473001e+02 	2.202683e+01 	9.858535e+01 	1.123204e-01 	1.123069e-01 	1.087625e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.021108e+01 	1.127181e+02 	1.708353e+01 	8.542346e+01 	1.132410e-01 	1.132174e-01 	1.071070e-01 	0.000000e+00 	1.091846e-01 	1.091842e-01 	1.091045e-01 
1.084045e+01 	7.983377e+01 	3.309005e+01 	3.590327e+01 	1.116870e-01 	1.116806e-01 	1.099454e-01 	0.000000e+00 	1.102340e-01 	1.102337e-01 	1.101532e-01 
1.882146e+01 	9.914694e+01 	1.120097e+01 	6.912451e+01 	1.158617e-01 	1.158088e-01 	1.024027e-01 	0.000000e+00 	1.096609e-01 	1.096605e-01 	1.095804e-01 
2.472072e+02 	3.214609e+02 	3.887478e+01 	3.537890e+01 	1.114765e-01 	1.114724e-01 	1.103245e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.089836e+02 	4.322437e+02 	4.705111e+01 	7.620901e+01 	1.113469e-01 	1.113443e-01 	1.105650e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.754273e+02 	6.520565e+02 	1.201647e+01 	6.461271e+01 	1.151928e-01 	1.151475e-01 	1.035597e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.063798e+01 	8.412742e+01 	5.140836e+01 	2.208108e+01 	1.113362e-01 	1.113337e-01 	1.105889e-01 	0.000000e+00 	1.110339e-01 	1.110336e-01 	1.109525e-01 
7.925555e+02 	8.346412e+02 	3.131466e+01 	1.077112e+01 	1.116913e-01 	1.116848e-01 	1.099187e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.597688e+01 	1.364119e+02 	9.579154e+01 	1.464350e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.781215e+02 	1.034894e+03 	1.845248e+01 	3.831961e+01 	1.128399e-01 	1.128206e-01 	1.078018e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.312167e+02 	1.590106e+02 	1.052752e+01 	1.726631e+01 	1.164200e-01 	1.163607e-01 	1.013963e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.665866e+02 	2.031400e+02 	1.126030e+01 	2.529311e+01 	1.157576e-01 	1.157059e-01 	1.025635e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.288014e+01 	9.398125e+01 	1.128392e+01 	4.981718e+01 	1.157613e-01 	1.157096e-01 	1.025705e-01 	0.000000e+00 	1.110736e-01 	1.110733e-01 	1.109921e-01 
5.034355e+02 	5.903602e+02 	1.926425e+01 	6.766053e+01 	1.126968e-01 	1.126791e-01 	1.080669e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.825728e+01 	2.190740e+02 	5.435326e+01 	8.646344e+01 	1.112810e-01 	1.112791e-01 	1.106942e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.874798e+01 	7.818183e+01 	1.752960e+01 	1.190425e+01 	1.130444e-01 	1.130230e-01 	1.074460e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.412287e+01 	1.207647e+02 	2.701763e+01 	4.962420e+01 	1.119184e-01 	1.119094e-01 	1.095138e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.101630e+02 	2.096737e+02 	5.583792e+01 	4.367282e+01 	1.112680e-01 	1.112662e-01 	1.107176e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.148285e+01 	1.066395e+02 	4.237436e+01 	5.278233e+01 	1.114540e-01 	1.114502e-01 	1.103737e-01 	0.000000e+00 	1.107699e-01 	1.107696e-01 	1.106886e-01 
5.391336e+02 	5.920556e+02 	2.045193e+01 	3.247008e+01 	1.125153e-01 	1.124997e-01 	1.083993e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.000286e+02 	1.493322e+02 	3.495690e+01 	1.434667e+01 	1.115756e-01 	1.115704e-01 	1.101450e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.063837e+02 	1.895895e+02 	2.211389e+01 	6.109195e+01 	1.123141e-01 	1.123007e-01 	1.087787e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.161923e+01 	1.221956e+02 	5.217053e+01 	5.840580e+01 	1.113265e-01 	1.113242e-01 	1.106070e-01 	0.000000e+00 	1.110867e-01 	1.110863e-01 	1.110052e-01 
4.485810e+02 	4.937670e+02 	1.756413e+01 	2.762187e+01 	1.130225e-01 	1.130013e-01 	1.074720e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.920241e+01 	8.327243e+01 	1.513236e+01 	4.893766e+01 	1.137418e-01 	1.137127e-01 	1.061901e-01 	0.000000e+00 	1.099420e-01 	1.099417e-01 	1.098614e-01 
4.652420e+02 	5.216962e+02 	2.188409e+01 	3.457010e+01 	1.123347e-01 	1.123210e-01 	1.087322e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.638624e+02 	8.743050e+02 	8.269918e+01 	2.774346e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.525193e+01 	1.723381e+02 	4.819355e+01 	9.889256e+01 	1.113521e-01 	1.113494e-01 	1.105632e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.694546e+02 	3.464955e+02 	1.217389e+01 	6.486700e+01 	1.150904e-01 	1.150462e-01 	1.037460e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.340902e+02 	3.053532e+02 	4.090700e+01 	3.035606e+01 	1.114374e-01 	1.114338e-01 	1.103976e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.574023e+01 	6.542613e+01 	3.829074e+01 	1.139516e+01 	1.115241e-01 	1.115195e-01 	1.102454e-01 	0.000000e+00 	1.108866e-01 	1.108863e-01 	1.108053e-01 
4.001966e+01 	1.262051e+02 	1.602018e+01 	7.016526e+01 	1.134299e-01 	1.134043e-01 	1.067463e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.542553e+02 	4.762835e+02 	4.783751e+01 	7.419072e+01 	1.113375e-01 	1.113350e-01 	1.105820e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.523888e+02 	9.011549e+02 	1.301159e+01 	3.575452e+01 	1.145950e-01 	1.145564e-01 	1.046258e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.649166e+02 	5.379302e+02 	6.107558e+01 	1.193811e+01 	1.112295e-01 	1.112281e-01 	1.107823e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.287799e+01 	4.714413e+01 	1.283943e+01 	2.142671e+01 	1.147844e-01 	1.147436e-01 	1.043254e-01 	0.000000e+00 	1.089728e-01 	1.089725e-01 	1.088929e-01 
5.428556e+01 	1.803701e+02 	8.313301e+01 	4.295149e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.490065e+01 	1.568919e+02 	1.269851e+01 	5.929278e+01 	1.147762e-01 	1.147356e-01 	1.043142e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
