MD1 	 MD2	 DMP 	 DM3 	 Br(h2->e+e-h1) 	 Br(h2->mu+mu-h1) 	 Br(h2->tau+tau-h1) 	 Br(h2->n+n-h1) 	 Br(h2->Zh1) 	 Br(Z->e+e-) 	 Br(Z->mu+mu-) 	 Br(Z->tau+tau-) 	 Br(Z->n+n-)
1.178518e+02 	2.308146e+02 	9.432135e+01 	1.864145e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999816e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.044574e+02 	9.480927e+02 	7.847569e+01 	6.515968e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.982660e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.224839e+02 	2.523044e+02 	4.692903e+01 	8.289152e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.437174e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.290479e+01 	1.589340e+02 	5.474695e+01 	4.128231e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.951926e+01 	1.111014e+02 	8.121232e+01 	1.036985e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.513981e+01 	1.287873e+02 	4.392372e+01 	6.972377e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.552209e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.540757e+02 	3.281761e+02 	4.045580e+01 	3.364463e+01 	3.322155e-02 	3.322095e-02 	3.303481e-02 	6.567164e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.559388e+02 	5.950221e+02 	2.159431e+01 	1.748900e+01 	3.353377e-02 	3.353226e-02 	3.307069e-02 	6.628883e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.009014e+01 	4.719712e+01 	1.309133e+01 	1.401566e+01 	3.077998e-02 	3.077750e-02 	3.002262e-02 	6.084520e-02 	0.000000e+00 	3.398398e-02 	3.398371e-02 	3.390748e-02 	6.717882e-02 
1.831592e+01 	8.466945e+01 	4.795165e+01 	1.840188e+01 	3.418079e-02 	3.418010e-02 	3.396364e-02 	6.756783e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.199124e+02 	1.580246e+02 	1.715480e+01 	2.095741e+01 	3.072716e-02 	3.072573e-02 	3.028722e-02 	6.074080e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.789105e+02 	3.860530e+02 	9.190930e+01 	1.523324e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999927e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.389232e+01 	1.520590e+02 	4.942320e+01 	7.874346e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.597501e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.256019e+02 	3.122483e+02 	6.551577e+01 	2.113056e+01 	3.438097e-02 	3.437706e-02 	3.419609e-02 	6.796355e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.595051e+02 	4.821549e+02 	2.331547e+01 	9.933430e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	5.600633e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.117237e+01 	9.084553e+01 	2.482037e+01 	3.485279e+01 	2.730923e-02 	2.730860e-02 	2.710925e-02 	5.398429e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.948507e+01 	1.746658e+02 	5.461336e+01 	6.056741e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.913316e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.516565e+01 	1.417507e+02 	7.321895e+01 	5.336614e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.948859e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.047387e+01 	1.008053e+02 	1.474380e+01 	6.558767e+01 	1.529658e-02 	1.529634e-02 	1.521986e-02 	3.023796e-02 	0.000000e+00 	3.431593e-02 	3.431566e-02 	3.423868e-02 	6.783501e-02 
4.588775e+01 	1.028335e+02 	3.706866e+01 	1.987704e+01 	3.392259e-02 	3.392175e-02 	3.365619e-02 	6.705747e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.241645e+01 	1.062041e+02 	1.976024e+01 	2.402744e+01 	3.006031e-02 	3.005920e-02 	2.971585e-02 	5.942257e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.259659e+02 	3.037710e+02 	9.465338e+01 	8.315168e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.821969e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.499198e+01 	1.055560e+02 	1.736146e+01 	5.320252e+01 	1.930162e-02 	1.930126e-02 	1.918700e-02 	3.815504e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.051818e+02 	3.627427e+02 	3.080572e+01 	2.675521e+01 	3.297398e-02 	3.297316e-02 	3.271448e-02 	6.518228e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.994412e+01 	1.409118e+02 	3.684630e+01 	2.412140e+01 	3.357849e-02 	3.357773e-02 	3.333536e-02 	6.637725e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.190132e+01 	4.195119e+01 	1.834280e+01 	1.170707e+01 	3.355930e-02 	3.355715e-02 	3.289191e-02 	6.633931e-02 	0.000000e+00 	3.375233e-02 	3.375206e-02 	3.367635e-02 	6.672089e-02 
6.491734e+01 	1.374799e+02 	4.710609e+01 	2.545652e+01 	3.393299e-02 	3.393236e-02 	3.373759e-02 	6.707802e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.365354e+01 	1.286053e+02 	8.006512e+01 	1.488666e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.569236e+01 	1.029731e+02 	6.142906e+01 	1.585167e+01 	3.441053e-02 	3.440996e-02 	3.422896e-02 	6.802201e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.080010e+02 	2.501857e+02 	2.306223e+01 	1.912250e+01 	3.324121e-02 	3.323990e-02 	3.283392e-02 	6.571052e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.979514e+02 	7.677331e+02 	3.847183e+01 	3.130979e+01 	3.337545e-02 	3.337480e-02 	3.317174e-02 	6.597589e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.184070e+02 	7.389917e+02 	9.425870e+01 	2.632599e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999647e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.515856e+01 	1.479432e+02 	1.619224e+01 	6.659236e+01 	1.842494e-02 	1.842465e-02 	1.833738e-02 	3.642201e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.869159e+01 	1.134314e+02 	1.086836e+01 	6.387142e+01 	1.446727e-02 	1.446702e-02 	1.438742e-02 	2.859859e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.765684e+02 	4.330441e+02 	4.018890e+01 	1.628676e+01 	3.446635e-02 	3.446546e-02 	3.418797e-02 	6.813235e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.088582e+01 	1.292653e+02 	2.243133e+01 	6.594815e+01 	2.210923e-02 	2.210663e-02 	2.199273e-02 	4.370507e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.748999e+01 	1.333973e+02 	6.697649e+01 	1.893079e+01 	3.438796e-02 	3.438330e-02 	3.419152e-02 	6.797736e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.633165e+01 	1.628381e+02 	8.883980e+01 	1.766669e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999595e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.441025e+02 	8.520213e+02 	1.845594e+01 	8.946284e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	6.050879e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.283876e+01 	8.488490e+01 	2.857347e+01 	2.347267e+01 	3.210223e-02 	3.210135e-02 	3.181999e-02 	6.345901e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.229130e+01 	1.669670e+02 	8.598494e+01 	6.869072e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.926089e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.104548e+02 	3.585746e+02 	1.020285e+01 	3.791694e+01 	1.981353e-02 	1.981289e-02 	1.961360e-02 	3.916696e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.985933e+01 	2.007237e+02 	4.940261e+01 	7.146172e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.852869e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.676333e+01 	9.216027e+01 	1.012016e+01 	1.527678e+01 	2.909396e-02 	2.909120e-02 	2.826272e-02 	5.751232e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.104595e+01 	5.928800e+01 	1.137842e+01 	3.686364e+01 	1.654514e-02 	1.654467e-02 	1.638984e-02 	3.270609e-02 	0.000000e+00 	3.399128e-02 	3.399101e-02 	3.391476e-02 	6.719324e-02 
4.285077e+02 	4.904134e+02 	1.461080e+01 	4.729485e+01 	2.148276e-02 	2.148227e-02 	2.132921e-02 	4.246666e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.553641e+02 	2.050771e+02 	3.279522e+01 	1.691779e+01 	3.429974e-02 	3.429869e-02 	3.397007e-02 	6.780300e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.512044e+02 	3.780929e+02 	1.297882e+01 	1.390963e+01 	3.263539e-02 	3.263259e-02 	3.178909e-02 	6.451292e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.575273e+02 	3.704449e+02 	7.125844e+01 	4.165922e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.992565e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
9.365090e+01 	2.057959e+02 	1.261221e+01 	9.953283e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	3.679648e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.378537e+02 	6.031401e+02 	8.101130e+01 	8.427509e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.780281e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.838751e+01 	1.101234e+02 	7.165378e+01 	1.008207e+01 	3.444639e-02 	3.444585e-02 	3.427842e-02 	6.809291e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.069940e+02 	2.756101e+02 	4.474693e+01 	2.386918e+01 	3.413203e-02 	3.413135e-02 	3.391922e-02 	6.747145e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.274869e+01 	1.943929e+02 	9.123934e+01 	6.040489e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.976237e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
9.058468e+01 	1.486987e+02 	4.071554e+01 	1.739844e+01 	3.435632e-02 	3.435548e-02 	3.409094e-02 	6.791485e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.254862e+01 	7.345862e+01 	1.168313e+01 	2.922687e+01 	2.147150e-02 	2.147064e-02 	2.120312e-02 	4.244440e-02 	0.000000e+00 	3.440263e-02 	3.440235e-02 	3.432518e-02 	6.800638e-02 
6.403005e+01 	1.181399e+02 	2.796562e+01 	2.614423e+01 	3.190669e-02 	3.190581e-02 	3.163657e-02 	6.307245e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.721366e+02 	5.585315e+02 	1.065031e+01 	7.574460e+01 	1.512510e-02 	1.512337e-02 	1.504326e-02 	2.989898e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.364142e+01 	1.280369e+02 	3.878539e+01 	5.561012e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.981265e+02 	4.687382e+02 	5.980833e+01 	1.080340e+01 	3.449000e-02 	3.448934e-02 	3.428285e-02 	6.817911e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.249936e+01 	8.592635e+01 	1.572858e+01 	5.769841e+01 	1.555699e-02 	1.555672e-02 	1.546941e-02 	3.075273e-02 	0.000000e+00 	3.423459e-02 	3.423431e-02 	3.415752e-02 	6.767420e-02 
5.775822e+02 	6.980332e+02 	5.265930e+01 	6.779167e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.937103e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.452408e+02 	2.215586e+02 	4.101399e+01 	3.530376e+01 	3.297164e-02 	3.297105e-02 	3.279399e-02 	6.517762e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.838307e+01 	7.425014e+01 	1.926318e+01 	2.660389e+01 	2.752333e-02 	2.752242e-02 	2.723526e-02 	5.440753e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.272988e+01 	1.503705e+02 	7.775826e+01 	5.988239e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.939945e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.359032e+01 	7.116281e+01 	3.943107e+01 	1.814142e+01 	3.384749e-02 	3.384671e-02 	3.359354e-02 	6.690902e-02 	0.000000e+00 	3.438036e-02 	3.438009e-02 	3.430297e-02 	6.796237e-02 
9.450505e+01 	1.414617e+02 	1.723526e+01 	2.972142e+01 	2.702800e-02 	2.702710e-02 	2.674708e-02 	5.342838e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.765222e+02 	6.067629e+02 	1.041571e+01 	1.982500e+01 	2.723049e-02 	2.722859e-02 	2.665597e-02 	5.382865e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.370446e+01 	8.059357e+01 	2.638342e+01 	2.050568e+01 	3.255170e-02 	3.255066e-02 	3.221982e-02 	6.434752e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.188283e+02 	2.774074e+02 	3.631491e+01 	2.226412e+01 	3.395747e-02 	3.395663e-02 	3.369658e-02 	6.712640e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.580395e+01 	1.166370e+02 	4.027429e+01 	5.055873e+01 	3.036200e-02 	3.035959e-02 	3.022817e-02 	6.001895e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.526863e+02 	3.028505e+02 	3.936508e+01 	1.079915e+01 	3.466984e-02 	3.466877e-02 	3.434028e-02 	6.853458e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.246645e+01 	4.745392e+01 	1.318299e+01 	1.180448e+01 	3.269055e-02 	3.268746e-02 	3.175179e-02 	6.462197e-02 	0.000000e+00 	3.404914e-02 	3.404887e-02 	3.397249e-02 	6.730762e-02 
6.059943e+02 	7.441716e+02 	9.423575e+01 	4.394156e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.997730e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.123220e+02 	4.692142e+02 	4.362553e+01 	1.326668e+01 	3.456126e-02 	3.456038e-02 	3.428484e-02 	6.831996e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.378808e+01 	7.624495e+01 	2.908596e+01 	1.337092e+01 	3.439792e-02 	3.439661e-02 	3.399132e-02 	6.799707e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.057766e+01 	1.178586e+02 	1.455477e+01 	4.272621e+01 	2.064884e-02 	2.064832e-02 	2.048710e-02 	4.081817e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.451784e+01 	9.228072e+01 	3.493523e+01 	4.282765e+01 	2.753929e-02 	2.753884e-02 	2.739468e-02 	5.443909e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.017340e+01 	1.808201e+02 	5.324690e+01 	6.739984e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.883696e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.460404e+01 	1.150564e+02 	3.564115e+01 	4.481124e+01 	2.927791e-02 	2.927744e-02 	2.913194e-02 	5.787595e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.260552e+02 	6.067685e+02 	4.859475e+01 	3.211861e+01 	3.392775e-02 	3.392721e-02 	3.375980e-02 	6.706765e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.324470e+01 	9.480059e+01 	3.803237e+01 	4.352352e+01 	2.834299e-02 	2.834255e-02 	2.820283e-02 	5.602782e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.173227e+01 	3.476316e+01 	1.128141e+01 	1.174948e+01 	3.079513e-02 	3.079187e-02 	2.979547e-02 	6.087515e-02 	0.000000e+00 	3.352502e-02 	3.352475e-02 	3.344955e-02 	6.627154e-02 
4.056391e+02 	4.372160e+02 	1.007609e+01 	2.150078e+01 	2.585179e-02 	2.585012e-02 	2.534541e-02 	5.110327e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.298886e+02 	2.727292e+02 	7.847564e+01 	6.436491e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.973753e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.582454e+02 	9.087818e+02 	1.271210e+01 	3.782424e+01 	2.230786e-02 	2.230719e-02 	2.209778e-02 	4.409770e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.478109e+02 	2.280676e+02 	4.237933e+01 	3.787742e+01 	3.293037e-02 	3.292985e-02 	3.276588e-02 	6.509608e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.750279e+02 	5.262841e+02 	2.035961e+01 	3.089658e+01 	2.927847e-02 	2.927760e-02 	2.900823e-02 	5.787705e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.084203e+02 	8.819861e+02 	8.320505e+01 	9.036082e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.515269e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.078493e+01 	9.987296e+01 	1.583461e+01 	6.325343e+01 	1.609871e-02 	1.609845e-02 	1.601624e-02 	3.182358e-02 	0.000000e+00 	3.433193e-02 	3.433166e-02 	3.425465e-02 	6.786664e-02 
4.360797e+02 	4.621352e+02 	1.235591e+01 	1.369957e+01 	3.250167e-02 	3.249872e-02 	3.160978e-02 	6.424862e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.835927e+02 	2.764854e+02 	6.442215e+01 	2.847058e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.193002e+01 	3.383997e+01 	1.131229e+01 	1.059766e+01 	3.205705e-02 	3.205332e-02 	3.091048e-02 	6.336971e-02 	0.000000e+00 	3.351046e-02 	3.351019e-02 	3.343502e-02 	6.624276e-02 
2.522720e+02 	3.027223e+02 	4.039198e+01 	1.005830e+01 	3.467771e-02 	3.467665e-02 	3.435069e-02 	6.855013e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.150572e+01 	1.178165e+02 	2.835076e+01 	1.796001e+01 	3.380730e-02 	3.380615e-02 	3.345001e-02 	6.682954e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.838774e+01 	1.477153e+02 	9.192681e+01 	3.740078e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.992849e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.453808e+01 	1.154652e+02 	1.944634e+01 	3.148083e+01 	2.716791e-02 	2.716711e-02 	2.691777e-02 	5.370496e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.111656e+02 	2.566608e+02 	2.959271e+01 	1.590247e+01 	3.433959e-02 	3.433838e-02 	3.396390e-02 	6.788179e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.063672e+01 	5.534039e+01 	1.896983e+01 	2.573384e+01 	2.554701e-02 	2.554618e-02 	2.528054e-02 	5.050077e-02 	0.000000e+00 	3.399974e-02 	3.399947e-02 	3.392320e-02 	6.720997e-02 
5.055460e+01 	8.104989e+01 	1.130185e+01 	1.919343e+01 	2.705204e-02 	2.705021e-02 	2.649632e-02 	5.347591e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.841061e+02 	8.183180e+02 	2.393696e+01 	1.027492e+01 	3.496165e-02 	3.495967e-02 	3.436295e-02 	6.911141e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.295937e+02 	8.752314e+02 	1.533436e+01 	3.030332e+01 	2.668623e-02 	2.668529e-02 	2.639517e-02 	5.275277e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.500071e+01 	1.313164e+02 	2.277449e+01 	4.354124e+01 	2.549434e-02 	2.549381e-02 	2.532924e-02 	5.039666e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.029182e+01 	1.171667e+02 	9.494114e+01 	1.193373e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999772e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.738767e+01 	1.822941e+02 	5.392983e+01 	7.097659e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.865331e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.419836e+02 	3.152568e+02 	4.413255e+01 	2.914065e+01 	3.381296e-02 	3.381233e-02 	3.361992e-02 	6.684075e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.764333e+02 	5.039909e+02 	1.231711e+01 	1.524049e+01 	3.155245e-02 	3.154986e-02 	3.076917e-02 	6.237223e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.111464e+02 	2.393471e+02 	1.377018e+01 	1.443053e+01 	3.258723e-02 	3.258466e-02 	3.181118e-02 	6.441772e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.295782e+01 	8.270206e+01 	4.598995e+01 	2.375429e+01 	3.343357e-02 	3.343294e-02 	3.323382e-02 	6.609077e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
1.559569e+01 	1.109671e+02 	8.224357e+01 	1.312781e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.172101e+01 	1.824323e+02 	6.255333e+01 	3.815793e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.971968e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.461565e+02 	3.242707e+02 	1.108645e+01 	6.702767e+01 	1.604365e-02 	1.604338e-02 	1.596007e-02 	3.171475e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
5.084594e+02 	5.520653e+02 	3.348429e+01 	1.012157e+01 	3.478059e-02 	3.477928e-02 	3.437474e-02 	6.875351e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.545013e+01 	7.281399e+01 	1.645313e+01 	3.091072e+01 	2.379091e-02 	2.379016e-02 	2.355419e-02 	4.702937e-02 	0.000000e+00 	3.438577e-02 	3.438550e-02 	3.430836e-02 	6.797306e-02 
3.385659e+01 	1.469212e+02 	7.188594e+01 	4.117869e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.979698e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
4.014556e+02 	4.354085e+02 	1.472052e+01 	1.923239e+01 	3.074141e-02 	3.073966e-02 	3.020846e-02 	6.076894e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
3.096829e+02 	4.084586e+02 	8.369921e+01 	1.507655e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999785e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
2.743803e+02 	3.114808e+02 	1.581407e+01 	2.128636e+01 	3.029751e-02 	3.029602e-02 	2.984328e-02 	5.989146e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
