MD1	DMP	DM3	CrossSection_fb	~h2->e1,E1,~h1	~h2->e2,E2,~h1	~h2->e3,E3,~h1	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1
50	40	10	7.143100e+01	NaN	NaN	NaN	1.164100e-05	1.163400e-05	1.152000e-05	1.164400e-05	1.163200e-05	1.152600e-05
50	50	10	5.645100e+01	NaN	NaN	NaN	3.606500e-05	3.603500e-05	3.581800e-05	3.604800e-05	3.605500e-05	3.582700e-05
50	60	10	4.549800e+01	NaN	NaN	NaN	9.637100e-05	9.645100e-05	9.594500e-05	9.636900e-05	9.636900e-05	9.600800e-05
50	70	10	3.714700e+01	NaN	NaN	NaN	2.476400e-04	2.477400e-04	2.471700e-04	2.475500e-04	2.476800e-04	2.469800e-04
50	80	10	3.073300e+01	NaN	NaN	NaN	8.658000e-04	8.662200e-04	8.644800e-04	8.652800e-04	8.653400e-04	8.630600e-04
50	90	10	2.573600e+01	NaN	NaN	NaN	8.730700e-03	8.735900e-03	8.742200e-03	8.751800e-03	8.736400e-03	8.741200e-03
60	10	10	1.635400e+02	NaN	NaN	NaN	1.369000e-08	1.367400e-08	1.176600e-08	1.369100e-08	1.368400e-08	1.176300e-08
60	100	10	2.179800e+01	NaN	NaN	NaN	2.469200e-02	2.470500e-02	2.466800e-02	2.468800e-02	2.468600e-02	2.463700e-02
60	110	10	1.860800e+01	NaN	NaN	NaN	4.709200e-02	4.713500e-02	4.684800e-02	4.703600e-02	4.705600e-02	4.706300e-02
60	120	10	1.606800e+01	NaN	NaN	NaN	7.520600e-02	7.485100e-02	7.489000e-02	7.523600e-02	7.523700e-02	7.541400e-02
60	20	10	1.207900e+02	NaN	NaN	NaN	3.980500e-07	3.981000e-07	3.826800e-07	3.979300e-07	3.979800e-07	3.827700e-07
60	30	10	9.172600e+01	NaN	NaN	NaN	2.839300e-06	2.840000e-06	2.790200e-06	2.838100e-06	2.837200e-06	2.787700e-06
60	40	10	7.146100e+01	NaN	NaN	NaN	1.163800e-05	1.162900e-05	1.152000e-05	1.163300e-05	1.164900e-05	1.152400e-05
60	50	10	5.651900e+01	NaN	NaN	NaN	3.605100e-05	3.603000e-05	3.580600e-05	3.604600e-05	3.605700e-05	3.577200e-05
60	60	10	4.546800e+01	NaN	NaN	NaN	9.634000e-05	9.636600e-05	9.591100e-05	9.639800e-05	9.638000e-05	9.595200e-05
60	70	10	3.716500e+01	NaN	NaN	NaN	2.478200e-04	2.477400e-04	2.470500e-04	2.478600e-04	2.476700e-04	2.470600e-04
60	80	10	3.075600e+01	NaN	NaN	NaN	8.657900e-04	8.661100e-04	8.646200e-04	8.660600e-04	8.652500e-04	8.649600e-04
60	90	10	2.574400e+01	NaN	NaN	NaN	8.746100e-03	8.742000e-03	8.734700e-03	8.744100e-03	8.756000e-03	8.729700e-03
70	10	10	1.632200e+02	NaN	NaN	NaN	1.370600e-08	1.368900e-08	1.175800e-08	1.369700e-08	1.369400e-08	1.174800e-08
70	100	10	2.183000e+01	NaN	NaN	NaN	2.473700e-02	2.466100e-02	2.467900e-02	2.478300e-02	2.471000e-02	2.470500e-02
70	110	10	1.864000e+01	NaN	NaN	NaN	4.693600e-02	4.673700e-02	4.698600e-02	4.687100e-02	4.700700e-02	4.673900e-02
70	120	10	1.607900e+01	NaN	NaN	NaN	7.499100e-02	7.480400e-02	7.508000e-02	7.556300e-02	7.549400e-02	7.547800e-02
70	20	10	1.210000e+02	NaN	NaN	NaN	3.981300e-07	3.979600e-07	3.829000e-07	3.984700e-07	3.976800e-07	3.827000e-07
70	30	10	9.192400e+01	NaN	NaN	NaN	2.837600e-06	2.837700e-06	2.786700e-06	2.838500e-06	2.838700e-06	2.789100e-06
70	40	10	7.130000e+01	NaN	NaN	NaN	1.163600e-05	1.163700e-05	1.152400e-05	1.163300e-05	1.164700e-05	1.152600e-05
70	50	10	5.654400e+01	NaN	NaN	NaN	3.603500e-05	3.608500e-05	3.580700e-05	3.606400e-05	3.605700e-05	3.579600e-05
70	60	10	4.542000e+01	NaN	NaN	NaN	9.639000e-05	9.634400e-05	9.594700e-05	9.647200e-05	9.643900e-05	9.607300e-05
70	70	10	3.713400e+01	NaN	NaN	NaN	2.476600e-04	2.478200e-04	2.468700e-04	2.476100e-04	2.475300e-04	2.469300e-04
70	80	10	3.075900e+01	NaN	NaN	NaN	8.658300e-04	8.645900e-04	8.640700e-04	8.653800e-04	8.660900e-04	8.652000e-04
70	90	10	2.579500e+01	NaN	NaN	NaN	8.734600e-03	8.754700e-03	8.749000e-03	8.736900e-03	8.750800e-03	8.757800e-03
80	10	10	1.637600e+02	NaN	NaN	NaN	1.369700e-08	1.369400e-08	1.174900e-08	1.370500e-08	1.370500e-08	1.176100e-08
80	100	10	2.176800e+01	NaN	NaN	NaN	2.466500e-02	2.469200e-02	2.456200e-02	2.471800e-02	2.460400e-02	2.464300e-02
80	110	10	1.863800e+01	NaN	NaN	NaN	4.696900e-02	4.708000e-02	4.684100e-02	4.714800e-02	4.690400e-02	4.684400e-02
80	120	10	1.607900e+01	NaN	NaN	NaN	7.487400e-02	7.478000e-02	7.508300e-02	7.523800e-02	7.506800e-02	7.511400e-02
80	20	10	1.212100e+02	NaN	NaN	NaN	3.982400e-07	3.976900e-07	3.829000e-07	3.976900e-07	3.978400e-07	3.826800e-07
80	30	10	9.193300e+01	NaN	NaN	NaN	2.838300e-06	2.839500e-06	2.788600e-06	2.838200e-06	2.838300e-06	2.788700e-06
80	40	10	7.132100e+01	NaN	NaN	NaN	1.162700e-05	1.164300e-05	1.152400e-05	1.163400e-05	1.164000e-05	1.151100e-05
80	50	10	5.648400e+01	NaN	NaN	NaN	3.603200e-05	3.606700e-05	3.582300e-05	3.606500e-05	3.604800e-05	3.582200e-05
80	60	10	4.543600e+01	NaN	NaN	NaN	9.634600e-05	9.647500e-05	9.600000e-05	9.640800e-05	9.628800e-05	9.604900e-05
80	70	10	3.717900e+01	NaN	NaN	NaN	2.476300e-04	2.478300e-04	2.470200e-04	2.477100e-04	2.475500e-04	2.469700e-04
80	80	10	3.073600e+01	NaN	NaN	NaN	8.662500e-04	8.658900e-04	8.644000e-04	8.663400e-04	8.658400e-04	8.642300e-04
80	90	10	2.572800e+01	NaN	NaN	NaN	8.736600e-03	8.753600e-03	8.724900e-03	8.740900e-03	8.736500e-03	8.727100e-03
90	10	10	1.637200e+02	NaN	NaN	NaN	1.369600e-08	1.368800e-08	1.176500e-08	1.370200e-08	1.369400e-08	1.175100e-08
90	100	10	2.181300e+01	NaN	NaN	NaN	2.469200e-02	2.472600e-02	2.463200e-02	2.470400e-02	2.468700e-02	2.475500e-02
90	110	10	1.865500e+01	NaN	NaN	NaN	4.690300e-02	4.714900e-02	4.686600e-02	4.724700e-02	4.665500e-02	4.704600e-02
90	120	10	1.608000e+01	NaN	NaN	NaN	7.520200e-02	7.437400e-02	7.534600e-02	7.516000e-02	7.433000e-02	7.527200e-02
90	20	10	1.209300e+02	NaN	NaN	NaN	3.976600e-07	3.981500e-07	3.828600e-07	3.977800e-07	3.977500e-07	3.825100e-07
90	30	10	9.208400e+01	NaN	NaN	NaN	2.836600e-06	2.838700e-06	2.787100e-06	2.837000e-06	2.835000e-06	2.790600e-06
90	40	10	7.135100e+01	NaN	NaN	NaN	1.164300e-05	1.163100e-05	1.153100e-05	1.162700e-05	1.163700e-05	1.151600e-05
90	50	10	5.653100e+01	NaN	NaN	NaN	3.605000e-05	3.602400e-05	3.580500e-05	3.601400e-05	3.602600e-05	3.582200e-05
90	60	10	4.543200e+01	NaN	NaN	NaN	9.642700e-05	9.638600e-05	9.595000e-05	9.643200e-05	9.634100e-05	9.599900e-05
90	70	10	3.717500e+01	NaN	NaN	NaN	2.478500e-04	2.478500e-04	2.469400e-04	2.476700e-04	2.478700e-04	2.469100e-04
90	80	10	3.077400e+01	NaN	NaN	NaN	8.661000e-04	8.652600e-04	8.650100e-04	8.655100e-04	8.662100e-04	8.644400e-04
90	90	10	2.578500e+01	NaN	NaN	NaN	8.749400e-03	8.746300e-03	8.721700e-03	8.754600e-03	8.747800e-03	8.762700e-03
1	10	10	1.639600e+02	NaN	NaN	NaN	1.369400e-08	1.369100e-08	1.176200e-08	1.369200e-08	1.369700e-08	1.175200e-08
1	100	10	2.180800e+01	NaN	NaN	NaN	2.462900e-02	2.470500e-02	2.471100e-02	2.467900e-02	2.474100e-02	2.464500e-02
1	110	10	1.864600e+01	NaN	NaN	NaN	4.700400e-02	4.694200e-02	4.671700e-02	4.710100e-02	4.712400e-02	4.683700e-02
1	120	10	1.607900e+01	NaN	NaN	NaN	7.519000e-02	7.468200e-02	7.513500e-02	7.512400e-02	7.536700e-02	7.480800e-02
1	20	10	1.209300e+02	NaN	NaN	NaN	3.979000e-07	3.982100e-07	3.828200e-07	3.981300e-07	3.976800e-07	3.828700e-07
1	30	10	9.210200e+01	NaN	NaN	NaN	2.837100e-06	2.839600e-06	2.789500e-06	2.837200e-06	2.840000e-06	2.788100e-06
1	40	10	7.146000e+01	NaN	NaN	NaN	1.164400e-05	1.164000e-05	1.153300e-05	1.163400e-05	1.163500e-05	1.151400e-05
1	50	10	5.639600e+01	NaN	NaN	NaN	3.604100e-05	3.609800e-05	3.580300e-05	3.607200e-05	3.601700e-05	3.582800e-05
1	60	10	4.545900e+01	NaN	NaN	NaN	9.630900e-05	9.638900e-05	9.611700e-05	9.640200e-05	9.640900e-05	9.601000e-05
1	70	10	3.714700e+01	NaN	NaN	NaN	2.478400e-04	2.476200e-04	2.470200e-04	2.477800e-04	2.477100e-04	2.469500e-04
1	80	10	3.076100e+01	NaN	NaN	NaN	8.659700e-04	8.666900e-04	8.638100e-04	8.661600e-04	8.663700e-04	8.643100e-04
1	90	10	2.574100e+01	NaN	NaN	NaN	8.764500e-03	8.751600e-03	8.743700e-03	8.749200e-03	8.748300e-03	8.723800e-03
