MD1 	 MD2	 DMP 	 DM2 	 Br(h+->e-nu) 	 Br(h+->mu-nu) 	 Br(h+->tau-nu) 	 Br(h+->W+h1) 	 Br(W+->e-nu) 	Br(W+->mu-nu) 	 Br(W+->tau-nu)
7.000000e+01 	7.600000e+01 	5.000000e+00 	1.000000e+00 	1.338617e-01 	1.335635e-01 	7.314077e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	8.500000e+01 	5.000000e+00 	1.000000e+01 	1.338617e-01 	1.335635e-01 	7.314077e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.750000e+02 	5.000000e+00 	1.000000e+02 	1.338617e-01 	1.335635e-01 	7.314077e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	9.100000e+01 	2.000000e+01 	1.000000e+00 	1.125898e-01 	1.125733e-01 	1.082749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.000000e+02 	2.000000e+01 	1.000000e+01 	1.125898e-01 	1.125733e-01 	1.082749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.900000e+02 	2.000000e+01 	1.000000e+02 	1.125898e-01 	1.125733e-01 	1.082749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.110000e+02 	4.000000e+01 	1.000000e+00 	1.114601e-01 	1.114562e-01 	1.103613e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.200000e+02 	4.000000e+01 	1.000000e+01 	1.114601e-01 	1.114562e-01 	1.103613e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	2.100000e+02 	4.000000e+01 	1.000000e+02 	1.114601e-01 	1.114562e-01 	1.103613e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.310000e+02 	6.000000e+01 	1.000000e+00 	1.112422e-01 	1.112407e-01 	1.107665e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.400000e+02 	6.000000e+01 	1.000000e+01 	1.112422e-01 	1.112407e-01 	1.107665e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	2.300000e+02 	6.000000e+01 	1.000000e+02 	1.112422e-01 	1.112407e-01 	1.107665e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.510000e+02 	8.000000e+01 	1.000000e+00 	1.111349e-01 	1.111281e-01 	1.109399e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.600000e+02 	8.000000e+01 	1.000000e+01 	1.111349e-01 	1.111281e-01 	1.109399e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	2.500000e+02 	8.000000e+01 	1.000000e+02 	1.111349e-01 	1.111281e-01 	1.109399e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	1.910000e+02 	1.200000e+02 	1.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	2.000000e+02 	1.200000e+02 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.000000e+01 	2.900000e+02 	1.200000e+02 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	8.600000e+01 	5.000000e+00 	1.000000e+00 	1.338605e-01 	1.335624e-01 	7.314159e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	9.500000e+01 	5.000000e+00 	1.000000e+01 	1.338605e-01 	1.335624e-01 	7.314159e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.850000e+02 	5.000000e+00 	1.000000e+02 	1.338605e-01 	1.335624e-01 	7.314159e-02 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.010000e+02 	2.000000e+01 	1.000000e+00 	1.125884e-01 	1.125720e-01 	1.082765e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.100000e+02 	2.000000e+01 	1.000000e+01 	1.125884e-01 	1.125720e-01 	1.082765e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.000000e+02 	2.000000e+01 	1.000000e+02 	1.125884e-01 	1.125720e-01 	1.082765e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.210000e+02 	4.000000e+01 	1.000000e+00 	1.114591e-01 	1.114552e-01 	1.103627e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.300000e+02 	4.000000e+01 	1.000000e+01 	1.114591e-01 	1.114552e-01 	1.103627e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.200000e+02 	4.000000e+01 	1.000000e+02 	1.114591e-01 	1.114552e-01 	1.103627e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.410000e+02 	6.000000e+01 	1.000000e+00 	1.112414e-01 	1.112399e-01 	1.107677e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.500000e+02 	6.000000e+01 	1.000000e+01 	1.112414e-01 	1.112399e-01 	1.107677e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.400000e+02 	6.000000e+01 	1.000000e+02 	1.112414e-01 	1.112399e-01 	1.107677e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.610000e+02 	8.000000e+01 	1.000000e+00 	1.111343e-01 	1.111275e-01 	1.109412e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	1.700000e+02 	8.000000e+01 	1.000000e+01 	1.111343e-01 	1.111275e-01 	1.109412e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.600000e+02 	8.000000e+01 	1.000000e+02 	1.111343e-01 	1.111275e-01 	1.109412e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.010000e+02 	1.200000e+02 	1.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	2.100000e+02 	1.200000e+02 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.000000e+01 	3.000000e+02 	1.200000e+02 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
