MD1 	 MD2	 DMP 	 DM2 	 Br(h+->e+nu) 	 Br(h+->mu+nu) 	 Br(h+->tau+nu) 	 Br(h+->W-h1) 	 Br(W-->e+nu) 	Br(W-->mu+nu) 	 Br(W-->tau+nu)
3.197246e+02 	3.556256e+02 	2.427731e+01 	1.162377e+01 	1.121009e-01 	1.120899e-01 	1.091649e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.725459e+01 	1.423284e+02 	8.112740e+01 	2.394637e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.821201e+02 	6.549023e+02 	1.919549e+01 	5.358674e+01 	1.127080e-01 	1.126902e-01 	1.080456e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.422631e+01 	7.605421e+01 	3.123750e+01 	1.059039e+01 	1.117142e-01 	1.117075e-01 	1.098928e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.491352e+02 	3.547595e+02 	8.752312e+01 	1.810123e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.988287e+01 	1.406367e+02 	5.110186e+01 	4.965195e+01 	1.113150e-01 	1.113128e-01 	1.106320e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.599557e+02 	2.548555e+02 	6.474089e+01 	3.015898e+01 	1.112121e-01 	1.112109e-01 	1.108196e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.287152e+02 	2.515176e+02 	5.961827e+01 	6.318406e+01 	1.112417e-01 	1.112402e-01 	1.107657e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.178825e+02 	5.191715e+02 	3.378299e+01 	6.750606e+01 	1.116056e-01 	1.116001e-01 	1.100812e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.368550e+02 	4.530835e+02 	7.359006e+01 	4.263852e+01 	1.111910e-01 	1.111828e-01 	1.108933e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.469023e+01 	1.231708e+02 	4.226477e+01 	6.621579e+01 	1.114480e-01 	1.114443e-01 	1.103853e-01 	0.000000e+00 	1.109662e-01 	1.109659e-01 	1.108848e-01 
6.350423e+02 	7.872413e+02 	7.116370e+01 	8.103524e+01 	1.111780e-01 	1.111771e-01 	1.108733e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.464536e+01 	6.481973e+01 	2.890403e+01 	2.127034e+01 	1.118497e-01 	1.118415e-01 	1.096456e-01 	0.000000e+00 	1.103255e-01 	1.103252e-01 	1.102446e-01 
6.450929e+02 	6.908594e+02 	1.447298e+01 	3.129350e+01 	1.139289e-01 	1.138978e-01 	1.058251e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.564777e+01 	7.916779e+01 	1.207572e+01 	5.144430e+01 	1.152277e-01 	1.151820e-01 	1.035306e-01 	0.000000e+00 	1.093901e-01 	1.093898e-01 	1.093099e-01 
7.769934e+01 	1.380731e+02 	4.189263e+01 	1.848110e+01 	1.114254e-01 	1.114219e-01 	1.104255e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.165889e+02 	6.640161e+02 	1.693568e+01 	3.049158e+01 	1.131674e-01 	1.131445e-01 	1.072063e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.669325e+02 	2.274284e+02 	4.200757e+01 	1.848831e+01 	1.114196e-01 	1.114162e-01 	1.104327e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.013435e+02 	3.314832e+02 	1.975114e+01 	1.038863e+01 	1.126197e-01 	1.126029e-01 	1.082109e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.889891e+01 	8.550719e+01 	3.464186e+01 	1.196641e+01 	1.115948e-01 	1.115894e-01 	1.101134e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.797713e+01 	1.089350e+02 	1.178315e+01 	4.917469e+01 	1.153703e-01 	1.153230e-01 	1.032598e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.595607e+01 	7.125949e+01 	1.937204e+01 	3.593138e+01 	1.127389e-01 	1.127208e-01 	1.080145e-01 	0.000000e+00 	1.098688e-01 	1.098685e-01 	1.097883e-01 
5.020845e+02 	5.710560e+02 	3.003954e+01 	3.893200e+01 	1.117456e-01 	1.117385e-01 	1.098201e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.719316e+01 	1.458104e+02 	7.701319e+01 	3.160409e+01 	1.111780e-01 	1.111704e-01 	1.109052e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.352161e+01 	1.556991e+02 	4.198852e+01 	9.018894e+01 	1.114402e-01 	1.114366e-01 	1.104002e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.332768e+01 	7.777153e+01 	2.467713e+01 	1.976672e+01 	1.120889e-01 	1.120780e-01 	1.092009e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.514363e+02 	3.960390e+02 	3.326505e+01 	1.133766e+01 	1.116227e-01 	1.116170e-01 	1.100504e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.697571e+01 	1.178018e+02 	2.744978e+01 	3.337632e+01 	1.118887e-01 	1.118800e-01 	1.095674e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.256678e+01 	1.695896e+02 	1.623686e+01 	8.078594e+01 	1.133584e-01 	1.133335e-01 	1.068715e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.532318e+02 	2.436121e+02 	1.201990e+01 	7.836039e+01 	1.151941e-01 	1.151489e-01 	1.035644e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.452516e+01 	6.385319e+01 	2.419210e+01 	2.513594e+01 	1.121653e-01 	1.121536e-01 	1.090655e-01 	0.000000e+00 	1.100282e-01 	1.100278e-01 	1.099475e-01 
3.299789e+02 	4.207071e+02 	3.963390e+01 	5.109431e+01 	1.114604e-01 	1.114565e-01 	1.103529e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.714150e+02 	2.048602e+02 	2.131462e+01 	1.213060e+01 	1.124052e-01 	1.123907e-01 	1.086082e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.108283e+02 	5.222870e+02 	2.480472e+01 	8.665406e+01 	1.120575e-01 	1.120469e-01 	1.092438e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.854713e+01 	1.135277e+02 	1.722338e+01 	2.775717e+01 	1.131086e-01 	1.130865e-01 	1.073264e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.082817e+02 	4.745284e+02 	5.027210e+01 	1.597465e+01 	1.113114e-01 	1.113092e-01 	1.106300e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.387065e+01 	6.834593e+01 	1.290166e+01 	4.157362e+01 	1.147410e-01 	1.147009e-01 	1.044009e-01 	0.000000e+00 	1.092682e-01 	1.092679e-01 	1.091880e-01 
8.754238e+01 	2.138727e+02 	8.548895e+01 	4.084136e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.322362e+02 	3.950845e+02 	3.015468e+01 	3.269366e+01 	1.117415e-01 	1.117344e-01 	1.098301e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.504799e+02 	3.184731e+02 	8.724357e+01 	8.074965e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.218833e+01 	1.206073e+02 	6.363021e+01 	1.478879e+01 	1.112246e-01 	1.112233e-01 	1.107983e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.311418e+01 	6.008991e+01 	2.740758e+01 	1.956815e+01 	1.119391e-01 	1.119299e-01 	1.094816e-01 	0.000000e+00 	1.100930e-01 	1.100926e-01 	1.100122e-01 
1.434299e+01 	6.761237e+01 	2.099128e+01 	3.227810e+01 	1.125079e-01 	1.124923e-01 	1.084378e-01 	0.000000e+00 	1.098096e-01 	1.098092e-01 	1.097290e-01 
2.706178e+01 	8.413830e+01 	2.027632e+01 	3.680020e+01 	1.125707e-01 	1.125544e-01 	1.083171e-01 	0.000000e+00 	1.109915e-01 	1.109911e-01 	1.109101e-01 
3.082938e+01 	1.113033e+02 	1.036524e+01 	7.010870e+01 	1.166099e-01 	1.165484e-01 	1.010761e-01 	0.000000e+00 	1.108800e-01 	1.108797e-01 	1.107987e-01 
5.991471e+02 	6.431695e+02 	3.179475e+01 	1.222770e+01 	1.116733e-01 	1.116670e-01 	1.099534e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.026855e+01 	8.378580e+01 	5.230336e+01 	2.121389e+01 	1.113281e-01 	1.113258e-01 	1.106035e-01 	0.000000e+00 	1.110409e-01 	1.110406e-01 	1.109595e-01 
1.031154e+02 	1.449669e+02 	2.922566e+01 	1.262579e+01 	1.117889e-01 	1.117813e-01 	1.097489e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.018702e+02 	6.224420e+02 	8.310955e+01 	3.746229e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.312778e+01 	1.294353e+02 	4.496787e+01 	2.133970e+01 	1.113805e-01 	1.113776e-01 	1.105097e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.155322e+02 	2.494700e+02 	1.476091e+01 	1.917688e+01 	1.138228e-01 	1.137927e-01 	1.060227e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.996312e+02 	2.463314e+02 	2.946743e+01 	1.723282e+01 	1.117743e-01 	1.117668e-01 	1.097721e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.559186e+01 	1.317502e+02 	1.839693e+01 	3.776141e+01 	1.128600e-01 	1.128406e-01 	1.077796e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.920881e+01 	2.103162e+02 	6.963868e+01 	6.146868e+01 	1.111909e-01 	1.111899e-01 	1.108593e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.493839e+02 	6.887789e+02 	2.272021e+01 	1.667476e+01 	1.122437e-01 	1.122310e-01 	1.088980e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.040077e+01 	9.369298e+01 	1.304413e+01 	6.024808e+01 	1.146292e-01 	1.145903e-01 	1.045931e-01 	0.000000e+00 	1.099418e-01 	1.099414e-01 	1.098611e-01 
1.025350e+02 	2.092603e+02 	7.307665e+01 	3.364870e+01 	1.111740e-01 	1.111731e-01 	1.108875e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.260628e+02 	3.533090e+02 	1.063477e+01 	1.661147e+01 	1.163115e-01 	1.162535e-01 	1.015818e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.258776e+01 	1.383342e+02 	1.990797e+01 	5.583849e+01 	1.126049e-01 	1.125883e-01 	1.082478e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.687367e+02 	3.412529e+02 	2.233590e+01 	5.018029e+01 	1.122860e-01 	1.122728e-01 	1.088249e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.277001e+02 	5.583371e+02 	1.203865e+01 	1.859833e+01 	1.151780e-01 	1.151329e-01 	1.035863e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.241180e+01 	9.609969e+01 	3.468276e+01 	4.900513e+01 	1.116282e-01 	1.116226e-01 	1.100535e-01 	0.000000e+00 	1.104584e-01 	1.104581e-01 	1.103774e-01 
6.033094e+02 	6.977133e+02 	5.870846e+01 	3.569543e+01 	1.112435e-01 	1.112419e-01 	1.107548e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.300981e+02 	4.325755e+02 	8.261827e+01 	1.985909e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.062472e+02 	4.657843e+02 	2.951285e+01 	3.002425e+01 	1.117702e-01 	1.117628e-01 	1.097757e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.606316e+02 	6.238731e+02 	1.027740e+01 	5.296410e+01 	1.166739e-01 	1.166116e-01 	1.009428e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.258703e+02 	9.228096e+02 	5.870066e+01 	3.823867e+01 	1.112429e-01 	1.112414e-01 	1.107543e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.772801e+01 	1.191224e+02 	4.120679e+01 	6.018760e+01 	1.114612e-01 	1.114573e-01 	1.103614e-01 	0.000000e+00 	1.110900e-01 	1.110897e-01 	1.110085e-01 
2.230992e+01 	7.525551e+01 	4.008935e+01 	1.285624e+01 	1.114761e-01 	1.114721e-01 	1.103340e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.681306e+02 	6.633398e+02 	3.200327e+01 	6.320597e+01 	1.116657e-01 	1.116594e-01 	1.099680e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.829314e+01 	7.175484e+01 	1.075622e+01 	1.270547e+01 	1.162103e-01 	1.161534e-01 	1.017732e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.514661e+02 	4.402788e+02 	6.783572e+01 	2.097695e+01 	1.111948e-01 	1.111937e-01 	1.108472e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.114269e+02 	1.515815e+02 	2.410213e+01 	1.605241e+01 	1.121199e-01 	1.121086e-01 	1.091363e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.069127e+02 	1.726812e+02 	2.810065e+01 	3.766780e+01 	1.118464e-01 	1.118381e-01 	1.096422e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.595239e+01 	1.183542e+02 	5.086185e+01 	2.153995e+01 	1.113158e-01 	1.113135e-01 	1.106306e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.858359e+02 	5.400894e+02 	2.602492e+01 	2.822861e+01 	1.119676e-01 	1.119581e-01 	1.094090e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.009068e+02 	3.308085e+02 	1.007191e+01 	1.982977e+01 	1.169015e-01 	1.168366e-01 	1.005469e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.089951e+01 	4.774660e+01 	2.240473e+01 	1.444236e+01 	1.123607e-01 	1.123468e-01 	1.087094e-01 	0.000000e+00 	1.095719e-01 	1.095715e-01 	1.094915e-01 
1.187037e+01 	8.743695e+01 	5.769344e+01 	1.787314e+01 	1.112792e-01 	1.112774e-01 	1.106931e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.990462e+02 	3.405865e+02 	2.329716e+01 	1.824309e+01 	1.121886e-01 	1.121765e-01 	1.090037e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.650737e+01 	1.734189e+02 	9.224318e+01 	4.466836e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.256226e+02 	1.644452e+02 	1.039740e+01 	2.842517e+01 	1.165522e-01 	1.164914e-01 	1.011641e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.953458e+01 	1.765983e+02 	5.938968e+01 	5.767405e+01 	1.112470e-01 	1.112454e-01 	1.107577e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.953541e+02 	4.456004e+02 	1.877613e+01 	3.147017e+01 	1.127818e-01 	1.127633e-01 	1.079124e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.388230e+01 	5.925167e+01 	1.453621e+01 	2.083315e+01 	1.139446e-01 	1.139133e-01 	1.058209e-01 	0.000000e+00 	1.104067e-01 	1.104064e-01 	1.103257e-01 
4.285754e+01 	8.353148e+01 	1.742733e+01 	2.324661e+01 	1.130699e-01 	1.130482e-01 	1.074007e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.496912e+01 	1.278925e+02 	3.828725e+01 	2.463616e+01 	1.114957e-01 	1.114915e-01 	1.102953e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.163695e+01 	9.990328e+01 	6.600012e+01 	1.226621e+01 	1.112184e-01 	1.112172e-01 	1.108058e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.042109e+02 	9.078793e+02 	5.976417e+01 	4.390427e+01 	1.112363e-01 	1.112348e-01 	1.107668e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.665418e+02 	2.530578e+02 	1.178667e+01 	7.472927e+01 	1.153555e-01 	1.153084e-01 	1.032767e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.298007e+02 	4.708389e+02 	4.238755e+01 	9.865068e+01 	1.114114e-01 	1.114081e-01 	1.104443e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.795005e+02 	5.267651e+02 	3.244193e+01 	1.482259e+01 	1.116501e-01 	1.116441e-01 	1.099977e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.798829e+02 	4.063658e+02 	4.637926e+01 	8.010356e+01 	1.113554e-01 	1.113526e-01 	1.105499e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.252924e+02 	3.107936e+02 	6.393749e+01 	2.156372e+01 	1.112153e-01 	1.112140e-01 	1.108122e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.139943e+02 	7.024514e+02 	6.899766e+01 	1.945945e+01 	1.111881e-01 	1.111871e-01 	1.108562e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.778698e+01 	1.305928e+02 	3.448737e+01 	2.831841e+01 	1.115921e-01 	1.115868e-01 	1.101161e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.968051e+02 	7.645872e+02 	3.856138e+01 	2.922069e+01 	1.114808e-01 	1.114766e-01 	1.103111e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.251011e+02 	5.467490e+02 	1.152659e+01 	1.012129e+01 	1.155443e-01 	1.154950e-01 	1.029354e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.004955e+01 	3.798278e+01 	1.097823e+01 	1.695499e+01 	1.161327e-01 	1.160766e-01 	1.019435e-01 	0.000000e+00 	1.079779e-01 	1.079776e-01 	1.078987e-01 
4.088283e+02 	4.896941e+02 	3.841459e+01 	4.245119e+01 	1.114850e-01 	1.114808e-01 	1.103059e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.747048e+02 	8.194872e+02 	2.273304e+01 	2.204927e+01 	1.122420e-01 	1.122294e-01 	1.089002e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.174914e+01 	1.562022e+02 	7.172352e+01 	1.272957e+01 	1.111817e-01 	1.111807e-01 	1.108749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.596529e+02 	2.490666e+02 	7.860718e+01 	1.080658e+01 	1.111828e-01 	1.111740e-01 	1.109012e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.524580e+01 	1.455151e+02 	6.264063e+01 	5.762871e+01 	1.112352e-01 	1.112338e-01 	1.107770e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.307631e+01 	1.489161e+02 	7.636467e+01 	5.947509e+01 	1.111959e-01 	1.111859e-01 	1.108749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.159058e+01 	9.288871e+01 	1.076890e+01 	5.052923e+01 	1.162110e-01 	1.161541e-01 	1.017771e-01 	0.000000e+00 	1.109624e-01 	1.109620e-01 	1.108810e-01 
7.664825e+01 	1.849567e+02 	8.215684e+01 	2.615163e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.362845e+02 	7.611489e+02 	9.645378e+01 	2.841056e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.857735e+02 	3.110655e+02 	8.036712e+01 	4.492487e+01 	1.111043e-01 	1.111025e-01 	1.109534e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.917752e+01 	9.297929e+01 	1.822592e+01 	2.557586e+01 	1.128992e-01 	1.128794e-01 	1.077111e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.359617e+01 	1.675064e+02 	4.288282e+01 	6.102737e+01 	1.114109e-01 	1.114076e-01 	1.104531e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.231457e+01 	1.156632e+02 	5.111342e+01 	2.223525e+01 	1.113142e-01 	1.113120e-01 	1.106335e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.945114e+02 	3.674980e+02 	3.973618e+01 	3.325049e+01 	1.114587e-01 	1.114548e-01 	1.103567e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.262356e+02 	6.588764e+02 	8.670446e+01 	4.593635e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.327228e+02 	5.930868e+02 	4.503480e+01 	1.532924e+01 	1.113713e-01 	1.113684e-01 	1.105167e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.238815e+01 	1.291585e+02 	3.807021e+01 	7.870011e+01 	1.115378e-01 	1.115331e-01 	1.102198e-01 	0.000000e+00 	1.106341e-01 	1.106338e-01 	1.105529e-01 
2.069722e+02 	2.375222e+02 	1.848157e+01 	1.206838e+01 	1.128379e-01 	1.128187e-01 	1.078135e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.523903e+01 	2.083975e+02 	8.232067e+01 	9.083783e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.507805e+02 	2.184347e+02 	1.676995e+01 	5.088420e+01 	1.132124e-01 	1.131892e-01 	1.071321e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.203509e+02 	2.174430e+02 	3.601978e+01 	6.107227e+01 	1.115456e-01 	1.115408e-01 	1.101997e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.297707e+02 	2.841149e+02 	4.355334e+01 	1.079087e+01 	1.113943e-01 	1.113911e-01 	1.104782e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.455630e+02 	2.789230e+02 	4.992014e+01 	8.343990e+01 	1.113178e-01 	1.113155e-01 	1.106234e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.142016e+02 	2.134728e+02 	1.410967e+01 	8.516149e+01 	1.140813e-01 	1.140484e-01 	1.055600e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.571924e+02 	1.869515e+02 	1.634224e+01 	1.341679e+01 	1.133241e-01 	1.132996e-01 	1.069288e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.040059e+01 	1.168766e+02 	3.017909e+01 	2.629694e+01 	1.117494e-01 	1.117423e-01 	1.098249e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.955579e+01 	1.039368e+02 	1.682027e+01 	3.756076e+01 	1.132106e-01 	1.131874e-01 	1.071432e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.324074e+02 	2.405634e+02 	9.781862e+01 	1.033736e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.323128e+01 	6.585728e+01 	1.976831e+01 	2.285769e+01 	1.126531e-01 	1.126360e-01 	1.081675e-01 	0.000000e+00 	1.106337e-01 	1.106333e-01 	1.105525e-01 
3.241968e+01 	8.745779e+01 	3.815026e+01 	1.688785e+01 	1.115082e-01 	1.115039e-01 	1.102742e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.879361e+02 	5.381840e+02 	1.438611e+01 	3.586184e+01 	1.139636e-01 	1.139321e-01 	1.057639e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.633705e+02 	3.822156e+02 	5.443428e+01 	6.441078e+01 	1.112758e-01 	1.112740e-01 	1.106989e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.157566e+01 	6.844383e+01 	2.929438e+01 	1.757379e+01 	1.118132e-01 	1.118054e-01 	1.097116e-01 	0.000000e+00 	1.109406e-01 	1.109403e-01 	1.108592e-01 
8.108071e+01 	1.233392e+02 	1.226541e+01 	2.999313e+01 	1.150378e-01 	1.149943e-01 	1.038473e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.060522e+01 	7.416754e+01 	1.651352e+01 	1.704880e+01 	1.132936e-01 	1.132694e-01 	1.069939e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.425628e+01 	6.354749e+01 	1.552470e+01 	3.376651e+01 	1.136372e-01 	1.136092e-01 	1.063841e-01 	0.000000e+00 	1.094610e-01 	1.094607e-01 	1.093808e-01 
3.409435e+01 	6.924731e+01 	2.491395e+01 	1.023901e+01 	1.120695e-01 	1.120588e-01 	1.092364e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.466753e+01 	1.185575e+02 	4.000176e+01 	1.388825e+01 	1.114607e-01 	1.114569e-01 	1.103605e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.001699e+01 	1.485850e+02 	4.632962e+01 	1.223835e+01 	1.113603e-01 	1.113575e-01 	1.105462e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.239369e+01 	9.229649e+01 	2.891082e+01 	1.099199e+01 	1.118108e-01 	1.118030e-01 	1.097119e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.449158e+01 	1.369042e+02 	5.547034e+01 	2.694226e+01 	1.112748e-01 	1.112730e-01 	1.107064e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
