MD1 	 MD2	 DMP 	 DM2 	 Br(h+->e+nu) 	 Br(h+->mu+nu) 	 Br(h+->tau+nu) 	 Br(h+->W-h1) 	 Br(W-->e+nu) 	Br(W-->mu+nu) 	 Br(W-->tau+nu)
9.792136e+02 	1.071805e+03 	2.180720e+01 	7.078397e+01 	1.123420e-01 	1.123283e-01 	1.087148e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.144288e+02 	5.392256e+02 	1.325178e+01 	1.154499e+01 	1.144713e-01 	1.144341e-01 	1.048500e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.003882e+02 	2.833337e+02 	1.914841e+01 	6.379715e+01 	1.127187e-01 	1.127008e-01 	1.080319e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.886884e+01 	1.313209e+02 	5.214080e+01 	4.031122e+01 	1.113056e-01 	1.113035e-01 	1.106493e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.114316e+01 	1.426547e+02 	1.186277e+01 	6.964881e+01 	1.153096e-01 	1.152631e-01 	1.033653e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.014121e+02 	5.774484e+02 	3.865715e+01 	3.737917e+01 	1.114794e-01 	1.114752e-01 	1.103153e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.371937e+01 	5.603002e+01 	1.508795e+01 	1.722271e+01 	1.137440e-01 	1.137149e-01 	1.061832e-01 	0.000000e+00 	1.104215e-01 	1.104211e-01 	1.103405e-01 
2.079435e+01 	1.496915e+02 	7.141618e+01 	5.748093e+01 	1.111915e-01 	1.111905e-01 	1.108508e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.291161e+01 	1.350100e+02 	6.956777e+01 	2.253064e+01 	1.111945e-01 	1.111935e-01 	1.108516e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.345917e+01 	1.249939e+02 	1.607544e+01 	9.545931e+01 	1.134762e-01 	1.134500e-01 	1.066763e-01 	0.000000e+00 	1.094181e-01 	1.094177e-01 	1.093378e-01 
4.091751e+02 	4.824730e+02 	4.772320e+01 	2.557468e+01 	1.113385e-01 	1.113359e-01 	1.105794e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.347418e+01 	4.800596e+01 	1.874195e+01 	1.578983e+01 	1.128622e-01 	1.128427e-01 	1.077915e-01 	0.000000e+00 	1.095830e-01 	1.095826e-01 	1.095026e-01 
1.834975e+01 	5.582139e+01 	2.600927e+01 	1.146238e+01 	1.120115e-01 	1.120014e-01 	1.093470e-01 	0.000000e+00 	1.105061e-01 	1.105058e-01 	1.104251e-01 
2.865496e+01 	6.664875e+01 	1.198951e+01 	2.600428e+01 	1.152429e-01 	1.151971e-01 	1.034924e-01 	0.000000e+00 	1.107560e-01 	1.107556e-01 	1.106748e-01 
2.069716e+02 	2.405031e+02 	1.803413e+01 	1.549734e+01 	1.129254e-01 	1.129053e-01 	1.076535e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.997779e+02 	2.387679e+02 	1.416868e+01 	2.482126e+01 	1.140540e-01 	1.140215e-01 	1.056056e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.067789e+02 	4.525326e+02 	1.753290e+01 	2.822072e+01 	1.130296e-01 	1.130083e-01 	1.074596e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.478709e+02 	2.882527e+02 	2.367024e+01 	1.671162e+01 	1.121545e-01 	1.121429e-01 	1.090675e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.538039e+01 	7.931689e+01 	3.358541e+01 	1.035109e+01 	1.116291e-01 	1.116233e-01 	1.100502e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.589894e+02 	5.936152e+02 	2.023079e+01 	1.439499e+01 	1.125466e-01 	1.125306e-01 	1.083417e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.314032e+01 	7.433746e+01 	5.060948e+01 	1.058767e+01 	1.113394e-01 	1.113369e-01 	1.105842e-01 	0.000000e+00 	1.111072e-01 	1.111069e-01 	1.110258e-01 
4.311031e+02 	4.602055e+02 	1.593759e+01 	1.316480e+01 	1.134350e-01 	1.134093e-01 	1.067213e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.857699e+02 	1.097685e+03 	4.928729e+01 	6.262788e+01 	1.113197e-01 	1.113174e-01 	1.106100e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.552970e+01 	1.796470e+02 	7.871260e+01 	6.540472e+01 	1.111815e-01 	1.111726e-01 	1.108968e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.647077e+02 	8.812884e+02 	8.996883e+01 	2.661189e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.118390e+01 	1.060700e+02 	5.549206e+01 	1.939408e+01 	1.112802e-01 	1.112784e-01 	1.106958e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.172657e+02 	5.651711e+02 	1.559715e+01 	3.230826e+01 	1.135375e-01 	1.135106e-01 	1.065344e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.165935e+01 	6.966294e+01 	1.983130e+01 	3.817229e+01 	1.126913e-01 	1.126737e-01 	1.081050e-01 	0.000000e+00 	1.094804e-01 	1.094800e-01 	1.094001e-01 
7.652241e+01 	1.768448e+02 	8.274227e+01 	1.758017e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.597499e+01 	7.374741e+01 	4.111342e+01 	1.665900e+01 	1.114659e-01 	1.114620e-01 	1.103525e-01 	0.000000e+00 	1.110013e-01 	1.110009e-01 	1.109199e-01 
3.202785e+01 	1.386710e+02 	1.596346e+01 	9.067969e+01 	1.134532e-01 	1.134273e-01 	1.067064e-01 	0.000000e+00 	1.111406e-01 	1.111403e-01 	1.110591e-01 
5.530776e+02 	6.570809e+02 	3.181554e+01 	7.218782e+01 	1.116727e-01 	1.116664e-01 	1.099550e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.555057e+01 	7.650002e+01 	3.896291e+01 	1.198653e+01 	1.114957e-01 	1.114914e-01 	1.102978e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.604725e+02 	2.295409e+02 	3.836126e+01 	3.070716e+01 	1.114888e-01 	1.114846e-01 	1.103040e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.190461e+01 	1.287566e+02 	1.878769e+01 	9.806424e+01 	1.128654e-01 	1.128459e-01 	1.077873e-01 	0.000000e+00 	1.094384e-01 	1.094381e-01 	1.093581e-01 
4.367002e+01 	1.220390e+02 	6.040303e+01 	1.796597e+01 	1.112430e-01 	1.112415e-01 	1.107649e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.266764e+02 	2.027207e+02 	3.195439e+01 	4.408991e+01 	1.116720e-01 	1.116657e-01 	1.099646e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.570063e+01 	1.230119e+02 	2.788165e+01 	2.942965e+01 	1.118623e-01 	1.118540e-01 	1.096153e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.518634e+02 	6.263306e+02 	3.033754e+01 	4.412961e+01 	1.117324e-01 	1.117254e-01 	1.098443e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.094179e+02 	1.017329e+03 	2.945798e+01 	7.845356e+01 	1.117712e-01 	1.117638e-01 	1.097698e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.229559e+02 	4.250232e+02 	1.216412e+01 	8.990320e+01 	1.150962e-01 	1.150520e-01 	1.037345e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.575768e+01 	8.795178e+01 	4.234391e+01 	2.985019e+01 	1.114446e-01 	1.114409e-01 	1.103918e-01 	0.000000e+00 	1.110267e-01 	1.110263e-01 	1.109452e-01 
7.467484e+01 	2.050370e+02 	5.250844e+01 	7.785371e+01 	1.112967e-01 	1.112947e-01 	1.106652e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.900193e+02 	4.167256e+02 	3.190772e+01 	9.479867e+01 	1.116707e-01 	1.116645e-01 	1.099621e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.699033e+01 	1.232852e+02 	3.169813e+01 	7.459679e+01 	1.117177e-01 	1.117109e-01 	1.098885e-01 	0.000000e+00 	1.106857e-01 	1.106854e-01 	1.106045e-01 
4.114188e+02 	5.001378e+02 	4.335464e+01 	4.536432e+01 	1.113958e-01 	1.113926e-01 	1.104722e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.271113e+01 	1.061914e+02 	3.059409e+01 	1.288614e+01 	1.117311e-01 	1.117241e-01 	1.098587e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.685997e+02 	5.328940e+02 	3.841872e+01 	2.587559e+01 	1.114846e-01 	1.114804e-01 	1.103059e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.863012e+01 	1.646475e+02 	1.206936e+01 	7.394801e+01 	1.151655e-01 	1.151206e-01 	1.036198e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.243685e+01 	1.512807e+02 	7.942710e+01 	5.941678e+01 	1.111945e-01 	1.111870e-01 	1.108474e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.516489e+01 	1.032819e+02 	4.825701e+01 	3.985998e+01 	1.113620e-01 	1.113593e-01 	1.105434e-01 	0.000000e+00 	1.111285e-01 	1.111281e-01 	1.110470e-01 
2.837540e+01 	6.587916e+01 	1.985214e+01 	1.765162e+01 	1.126318e-01 	1.126149e-01 	1.082048e-01 	0.000000e+00 	1.110649e-01 	1.110646e-01 	1.109835e-01 
2.631149e+02 	3.366276e+02 	1.555288e+01 	5.795981e+01 	1.135530e-01 	1.135259e-01 	1.065100e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.631201e+02 	5.895900e+02 	1.498458e+01 	1.148536e+01 	1.137401e-01 	1.137109e-01 	1.061671e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.066609e+02 	5.582412e+02 	3.916100e+01 	1.241921e+01 	1.114689e-01 	1.114649e-01 	1.103348e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.483677e+01 	1.654756e+02 	4.222926e+01 	4.840961e+01 	1.114201e-01 	1.114166e-01 	1.104355e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.947523e+02 	2.202309e+02 	1.470792e+01 	1.077068e+01 	1.138427e-01 	1.138125e-01 	1.059873e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.710399e+02 	7.086264e+02 	1.201416e+01 	2.557231e+01 	1.151940e-01 	1.151487e-01 	1.035567e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.011517e+01 	1.129456e+02 	1.557592e+01 	3.725449e+01 	1.135554e-01 	1.135284e-01 	1.065152e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.952440e+02 	4.315781e+02 	1.810857e+01 	1.822545e+01 	1.129086e-01 	1.128887e-01 	1.076806e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.743000e+01 	1.228090e+02 	4.275924e+01 	5.261980e+01 	1.114243e-01 	1.114208e-01 	1.104298e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.126102e+01 	1.892594e+02 	4.975644e+01 	8.824194e+01 	1.113257e-01 	1.113233e-01 	1.106120e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.325731e+02 	9.042609e+02 	1.860515e+01 	5.308260e+01 	1.128116e-01 	1.127927e-01 	1.078543e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.499424e+01 	8.267408e+01 	2.985352e+01 	1.782632e+01 	1.117729e-01 	1.117655e-01 	1.097841e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.547146e+02 	2.056699e+02 	1.682478e+01 	3.413048e+01 	1.131986e-01 	1.131755e-01 	1.071572e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.120773e+02 	2.438949e+02 	4.182202e+01 	8.999557e+01 	1.114244e-01 	1.114209e-01 	1.104258e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.544463e+02 	2.590217e+02 	7.781848e+01 	2.675697e+01 	1.111626e-01 	1.111565e-01 	1.109215e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.285705e+02 	7.675798e+02 	1.904245e+01 	1.996694e+01 	1.127337e-01 	1.127156e-01 	1.079975e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.699718e+01 	1.512840e+02 	5.695852e+01 	4.732831e+01 	1.112651e-01 	1.112634e-01 	1.107243e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.290714e+02 	4.203099e+02 	3.529661e+01 	5.594190e+01 	1.115615e-01 	1.115565e-01 	1.101645e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.749900e+01 	1.033775e+02 	6.299649e+01 	1.288206e+01 	1.112322e-01 	1.112308e-01 	1.107829e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.102745e+02 	2.346689e+02 	2.748163e+01 	9.691280e+01 	1.118809e-01 	1.118724e-01 	1.095780e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.641242e+01 	5.077283e+01 	1.595102e+01 	1.840939e+01 	1.134943e-01 	1.134679e-01 	1.066404e-01 	0.000000e+00 	1.097018e-01 	1.097015e-01 	1.096214e-01 
1.090817e+02 	2.603773e+02 	5.617814e+01 	9.511743e+01 	1.112655e-01 	1.112638e-01 	1.107222e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.717155e+02 	2.501913e+02 	5.263464e+01 	2.584122e+01 	1.112919e-01 	1.112899e-01 	1.106710e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.093281e+02 	3.834100e+02 	5.490218e+01 	1.917969e+01 	1.112718e-01 	1.112699e-01 	1.107056e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.745438e+02 	3.298912e+02 	2.359020e+01 	3.175723e+01 	1.121615e-01 	1.121498e-01 	1.090540e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.644108e+01 	1.692431e+02 	5.347088e+01 	2.933116e+01 	1.112877e-01 	1.112857e-01 	1.106816e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.385171e+01 	9.776771e+01 	1.850465e+01 	1.541136e+01 	1.128415e-01 	1.128223e-01 	1.078145e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.210803e+01 	8.389446e+01 	1.285957e+01 	5.892685e+01 	1.147811e-01 	1.147404e-01 	1.043328e-01 	0.000000e+00 	1.091063e-01 	1.091059e-01 	1.090262e-01 
2.038141e+02 	2.423509e+02 	1.411636e+01 	2.442042e+01 	1.140758e-01 	1.140430e-01 	1.055663e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.615821e+02 	8.961267e+02 	1.843890e+01 	1.610569e+01 	1.128427e-01 	1.128234e-01 	1.077973e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.539368e+02 	3.394771e+02 	4.094157e+01 	4.459874e+01 	1.114366e-01 	1.114330e-01 	1.103987e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.143593e+01 	1.032217e+02 	5.676939e+01 	2.501638e+01 	1.112758e-01 	1.112740e-01 	1.107026e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.250625e+02 	8.654703e+02 	1.574072e+01 	2.466716e+01 	1.134925e-01 	1.134661e-01 	1.066139e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.927404e+01 	1.280218e+02 	2.610445e+01 	5.264332e+01 	1.119754e-01 	1.119657e-01 	1.094079e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.712804e+02 	2.280941e+02 	2.904740e+01 	2.776630e+01 	1.117951e-01 	1.117874e-01 	1.097345e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.598313e+01 	1.860436e+02 	7.232383e+01 	8.773666e+01 	1.111850e-01 	1.111841e-01 	1.108634e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.228202e+01 	1.031337e+02 	1.510789e+01 	7.574375e+01 	1.137914e-01 	1.137617e-01 	1.061084e-01 	0.000000e+00 	1.092509e-01 	1.092506e-01 	1.091708e-01 
2.307360e+01 	9.065636e+01 	2.756313e+01 	4.001962e+01 	1.119030e-01 	1.118942e-01 	1.095456e-01 	0.000000e+00 	1.109808e-01 	1.109805e-01 	1.108994e-01 
6.377650e+01 	1.753971e+02 	9.245361e+01 	1.916695e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.436735e+02 	7.173698e+02 	8.203925e+01 	9.165707e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.767906e+01 	1.007860e+02 	3.332271e+01 	4.978423e+01 	1.116572e-01 	1.116512e-01 	1.099999e-01 	0.000000e+00 	1.108176e-01 	1.108172e-01 	1.107363e-01 
1.104553e+01 	1.111969e+02 	8.308290e+01 	1.706849e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.014411e+02 	2.309118e+02 	5.246526e+01 	7.700536e+01 	1.112954e-01 	1.112934e-01 	1.106666e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.279049e+02 	3.775049e+02 	3.865962e+01 	1.094043e+01 	1.114803e-01 	1.114761e-01 	1.103159e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.261817e+01 	7.613178e+01 	5.274739e+01 	1.076622e+01 	1.113192e-01 	1.113169e-01 	1.106209e-01 	0.000000e+00 	1.111242e-01 	1.111239e-01 	1.110427e-01 
6.017804e+02 	6.556536e+02 	3.217708e+01 	2.169614e+01 	1.116592e-01 	1.116530e-01 	1.099797e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.446935e+02 	2.402986e+02 	6.798569e+01 	2.761940e+01 	1.111965e-01 	1.111954e-01 	1.108483e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.432575e+01 	1.483095e+02 	2.020412e+01 	3.377960e+01 	1.125570e-01 	1.125409e-01 	1.083330e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.558184e+01 	8.547574e+01 	4.692545e+01 	2.296845e+01 	1.113776e-01 	1.113747e-01 	1.105148e-01 	0.000000e+00 	1.111211e-01 	1.111207e-01 	1.110396e-01 
1.208625e+02 	1.613477e+02 	1.092758e+01 	2.955757e+01 	1.160432e-01 	1.159883e-01 	1.020605e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.138244e+02 	1.648007e+02 	1.186561e+01 	3.911065e+01 	1.153016e-01 	1.152552e-01 	1.033749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.542779e+02 	3.634182e+02 	3.245400e+01 	7.668630e+01 	1.116512e-01 	1.116452e-01 	1.099991e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.999332e+01 	2.135166e+02 	6.483282e+01 	6.869044e+01 	1.112143e-01 	1.112130e-01 	1.108176e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.703285e+02 	3.617596e+02 	8.009674e+01 	1.133434e+01 	1.111128e-01 	1.111104e-01 	1.109481e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.946541e+01 	1.144216e+02 	7.371540e+01 	1.124082e+01 	1.112037e-01 	1.111939e-01 	1.108779e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.325718e+02 	3.956929e+02 	1.461082e+01 	4.851023e+01 	1.138775e-01 	1.138469e-01 	1.059214e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.997258e+02 	4.354973e+02 	2.559200e+01 	1.017957e+01 	1.119984e-01 	1.119884e-01 	1.093532e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.578101e+02 	7.074889e+02 	2.557228e+01 	2.410656e+01 	1.119988e-01 	1.119888e-01 	1.093500e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.241269e+02 	1.906643e+02 	2.005283e+01 	4.648455e+01 	1.125774e-01 	1.125611e-01 	1.082939e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.191476e+01 	2.087478e+02 	2.748167e+01 	9.935133e+01 	1.118830e-01 	1.118744e-01 	1.095758e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.917273e+01 	1.698046e+02 	1.522396e+01 	5.540787e+01 	1.136642e-01 	1.136360e-01 	1.063145e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.569170e+01 	1.464054e+02 	4.946355e+01 	7.125016e+01 	1.113377e-01 	1.113352e-01 	1.105896e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.497024e+02 	4.018684e+02 	2.958117e+01 	2.258482e+01 	1.117673e-01 	1.117600e-01 	1.097818e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.545785e+02 	1.802019e+02 	1.034586e+01 	1.527756e+01 	1.166049e-01 	1.165435e-01 	1.010705e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.144584e+01 	1.647967e+02 	1.248321e+01 	9.086763e+01 	1.149064e-01 	1.148644e-01 	1.040840e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.262356e+02 	9.640698e+02 	2.207578e+01 	1.575838e+01 	1.123118e-01 	1.122983e-01 	1.087710e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.432398e+02 	2.565128e+02 	9.559596e+01 	1.767711e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999997e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.024507e+01 	8.851873e+01 	1.517584e+01 	4.309781e+01 	1.137028e-01 	1.136741e-01 	1.062548e-01 	0.000000e+00 	1.110308e-01 	1.110304e-01 	1.109493e-01 
3.791428e+01 	1.449585e+02 	9.317662e+01 	1.386763e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.826093e+02 	2.333629e+02 	1.612741e+01 	3.462618e+01 	1.133829e-01 	1.133578e-01 	1.068208e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.523053e+02 	3.992429e+02 	3.426437e+01 	1.267322e+01 	1.115912e-01 	1.115858e-01 	1.101090e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.785993e+01 	1.164497e+02 	2.449695e+01 	6.409285e+01 	1.121088e-01 	1.120977e-01 	1.091653e-01 	0.000000e+00 	1.111424e-01 	1.111421e-01 	1.110609e-01 
1.249128e+01 	9.692656e+01 	6.879854e+01 	1.563673e+01 	1.112105e-01 	1.112094e-01 	1.108142e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.061365e+01 	5.180750e+01 	2.257144e+01 	1.862241e+01 	1.123450e-01 	1.123312e-01 	1.087384e-01 	0.000000e+00 	1.095564e-01 	1.095561e-01 	1.094761e-01 
9.752156e+01 	2.258582e+02 	8.076475e+01 	4.757191e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.905654e+01 	1.134961e+02 	7.420134e+01 	1.023824e+01 	1.112005e-01 	1.111910e-01 	1.108816e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.151416e+02 	5.770513e+02 	1.497968e+01 	4.693002e+01 	1.137420e-01 	1.137129e-01 	1.061641e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.396380e+01 	5.907046e+01 	3.442400e+01 	1.068266e+01 	1.116311e-01 	1.116254e-01 	1.100482e-01 	0.000000e+00 	1.105731e-01 	1.105728e-01 	1.104920e-01 
1.075275e+01 	9.960955e+01 	7.471281e+01 	1.414400e+01 	1.112120e-01 	1.112005e-01 	1.108589e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.144285e+02 	2.715972e+02 	2.705387e+01 	3.011482e+01 	1.119034e-01 	1.118946e-01 	1.095323e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.267479e+02 	6.016118e+02 	3.085732e+01 	4.400658e+01 	1.117105e-01 	1.117038e-01 	1.098851e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.592691e+02 	1.898500e+02 	1.298256e+01 	1.759829e+01 	1.146148e-01 	1.145760e-01 	1.045991e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.768228e+02 	2.640299e+02 	4.861525e+01 	3.859186e+01 	1.113308e-01 	1.113283e-01 	1.105982e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.923582e+01 	6.373487e+01 	2.085834e+01 	1.364071e+01 	1.124876e-01 	1.124722e-01 	1.084688e-01 	0.000000e+00 	1.111314e-01 	1.111311e-01 	1.110499e-01 
2.567446e+01 	7.503890e+01 	1.753303e+01 	3.183142e+01 	1.130633e-01 	1.130416e-01 	1.074177e-01 	0.000000e+00 	1.107514e-01 	1.107510e-01 	1.106701e-01 
1.004964e+02 	1.670826e+02 	3.744210e+01 	2.914406e+01 	1.115116e-01 	1.115071e-01 	1.102640e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.424314e+02 	2.880149e+02 	2.468736e+01 	2.089619e+01 	1.120681e-01 	1.120575e-01 	1.092271e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.467016e+01 	1.725352e+02 	4.845072e+01 	6.941434e+01 	1.113390e-01 	1.113365e-01 	1.105872e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
