MD1 	 MD2	 DMP 	 DM3 	 Br(h2->e+e-h1) 	 Br(h2->mu+mu-h1) 	 Br(h2->tau+tau-h1) 	 Br(h2->n+n-h1) 	 Br(h2->Zh1) 	 Br(Z->e+e-) 	 Br(Z->mu+mu-) 	 Br(Z->tau+tau-) 	 Br(Z->n+n-)
6.000000e+01 	7.500000e+01 	5.000000e+00 	1.000000e+01 	2.783180e-02 	2.782458e-02 	2.564924e-02 	5.501729e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.650000e+02 	5.000000e+00 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	2.256618e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	8.100000e+01 	2.000000e+01 	1.000000e+00 	3.652985e-02 	3.652492e-02 	3.504414e-02 	7.221146e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	9.000000e+01 	2.000000e+01 	1.000000e+01 	3.495165e-02 	3.494922e-02 	3.421077e-02 	6.909166e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.800000e+02 	2.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	4.493734e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.010000e+02 	4.000000e+01 	1.000000e+00 	3.492295e-02 	3.492153e-02 	3.448082e-02 	6.903495e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.100000e+02 	4.000000e+01 	1.000000e+01 	3.468235e-02 	3.468131e-02 	3.435509e-02 	6.855931e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	2.000000e+02 	4.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	6.299851e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.210000e+02 	6.000000e+01 	1.000000e+00 	3.458707e-02 	3.458628e-02 	3.433773e-02 	6.837098e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.300000e+02 	6.000000e+01 	1.000000e+01 	3.450778e-02 	3.450711e-02 	3.429959e-02 	6.821424e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	2.200000e+02 	6.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	7.353183e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.410000e+02 	8.000000e+01 	1.000000e+00 	3.444984e-02 	3.444929e-02 	3.428015e-02 	6.809971e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.500000e+02 	8.000000e+01 	1.000000e+01 	3.438196e-02 	3.439294e-02 	3.423352e-02 	6.796553e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	2.400000e+02 	8.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.018448e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.810000e+02 	1.200000e+02 	1.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	1.900000e+02 	1.200000e+02 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999994e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
6.000000e+01 	2.800000e+02 	1.200000e+02 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.782114e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	7.600000e+01 	5.000000e+00 	1.000000e+00 	4.390572e-02 	4.383571e-02 	2.204831e-02 	8.679190e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	8.500000e+01 	5.000000e+00 	1.000000e+01 	2.794290e-02 	2.793566e-02 	2.575025e-02 	5.523694e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.750000e+02 	5.000000e+00 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	2.290127e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	9.100000e+01 	2.000000e+01 	1.000000e+00 	3.652829e-02 	3.652334e-02 	3.504080e-02 	7.220837e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.000000e+02 	2.000000e+01 	1.000000e+01 	3.497107e-02 	3.496863e-02 	3.422825e-02 	6.913006e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.900000e+02 	2.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	4.575767e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.110000e+02 	4.000000e+01 	1.000000e+00 	3.492123e-02 	3.491980e-02 	3.447797e-02 	6.903155e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.200000e+02 	4.000000e+01 	1.000000e+01 	3.468358e-02 	3.468254e-02 	3.435545e-02 	6.856179e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	2.100000e+02 	4.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	6.400503e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.310000e+02 	6.000000e+01 	1.000000e+00 	3.458566e-02 	3.458485e-02 	3.433579e-02 	6.836817e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.400000e+02 	6.000000e+01 	1.000000e+01 	3.450710e-02 	3.450644e-02 	3.429865e-02 	6.821291e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	2.300000e+02 	6.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	7.446880e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.510000e+02 	8.000000e+01 	1.000000e+00 	3.444874e-02 	3.444820e-02 	3.427911e-02 	6.809757e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.600000e+02 	8.000000e+01 	1.000000e+01 	3.439165e-02 	3.438850e-02 	3.423022e-02 	6.798469e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	2.500000e+02 	8.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.098664e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	1.910000e+02 	1.200000e+02 	1.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	2.000000e+02 	1.200000e+02 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999996e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
7.000000e+01 	2.900000e+02 	1.200000e+02 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.837112e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	8.600000e+01 	5.000000e+00 	1.000000e+00 	4.390573e-02 	4.383571e-02 	2.204798e-02 	8.679190e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	9.500000e+01 	5.000000e+00 	1.000000e+01 	2.802783e-02 	2.802056e-02 	2.582756e-02 	5.540483e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.850000e+02 	5.000000e+00 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	2.316167e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.010000e+02 	2.000000e+01 	1.000000e+00 	3.652704e-02 	3.652210e-02 	3.503834e-02 	7.220589e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.100000e+02 	2.000000e+01 	1.000000e+01 	3.498575e-02 	3.498330e-02 	3.424155e-02 	6.915911e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.000000e+02 	2.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	4.642319e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.210000e+02 	4.000000e+01 	1.000000e+00 	3.491982e-02 	3.491840e-02 	3.447574e-02 	6.902876e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.300000e+02 	4.000000e+01 	1.000000e+01 	3.468442e-02 	3.468337e-02 	3.435565e-02 	6.856342e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.200000e+02 	4.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	6.483877e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.410000e+02 	6.000000e+01 	1.000000e+00 	3.458446e-02 	3.458366e-02 	3.433421e-02 	6.836582e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.500000e+02 	6.000000e+01 	1.000000e+01 	3.450649e-02 	3.450582e-02 	3.429782e-02 	6.821168e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.400000e+02 	6.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	7.525436e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.610000e+02 	8.000000e+01 	1.000000e+00 	3.444779e-02 	3.444726e-02 	3.427818e-02 	6.809567e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	1.700000e+02 	8.000000e+01 	1.000000e+01 	3.439055e-02 	3.438745e-02 	3.423004e-02 	6.798251e-02 	0.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.600000e+02 	8.000000e+01 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.166553e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.010000e+02 	1.200000e+02 	1.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	2.100000e+02 	1.200000e+02 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999995e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
8.000000e+01 	3.000000e+02 	1.200000e+02 	1.000000e+02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	8.884399e-01 	3.440776e-02 	3.440748e-02 	3.433030e-02 	6.801653e-02 
