Mh	DMP	CrossSection_fb	 	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1	totalWidth	brh2	brhp	brhm	cs_total
150	80	1.993500e+01	9.965400e-02	9.985900e-02	1.001200e-01	NaN	NaN	NaN	NaN	NaN	NaN	2.996330e-01	1.000000e+00	NaN	NaN	1.993500e+01
150	90	1.793400e+01	1.218200e-01	1.217300e-01	1.211300e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.646800e-01	1.000000e+00	NaN	NaN	1.793400e+01
160	10	4.459200e+01	7.943800e-03	7.959800e-03	7.936300e-03	NaN	NaN	NaN	NaN	NaN	NaN	2.383990e-02	1.000000e+00	NaN	NaN	4.459200e+01
160	100	1.620600e+01	1.444000e-01	1.442000e-01	1.444900e-01	NaN	NaN	NaN	NaN	NaN	NaN	4.330900e-01	1.000000e+00	NaN	NaN	1.620600e+01
160	110	1.466500e+01	1.691800e-01	1.715300e-01	1.699000e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.106100e-01	1.000000e+00	NaN	NaN	1.466500e+01
160	120	1.330900e+01	1.977700e-01	1.973800e-01	1.969300e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.920800e-01	1.000000e+00	NaN	NaN	1.330900e+01
160	20	3.931700e+01	1.534700e-02	1.530700e-02	1.527000e-02	NaN	NaN	NaN	NaN	NaN	NaN	4.592400e-02	1.000000e+00	NaN	NaN	3.931700e+01
160	30	3.483800e+01	2.480100e-02	2.462600e-02	2.467000e-02	NaN	NaN	NaN	NaN	NaN	NaN	7.409700e-02	1.000000e+00	NaN	NaN	3.483800e+01
160	40	3.099700e+01	3.570500e-02	3.583700e-02	3.569800e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.072400e-01	1.000000e+00	NaN	NaN	3.099700e+01
160	50	2.765900e+01	4.920400e-02	4.909900e-02	4.865700e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.469600e-01	1.000000e+00	NaN	NaN	2.765900e+01
160	60	2.470100e+01	6.422200e-02	6.422300e-02	6.426100e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.927060e-01	1.000000e+00	NaN	NaN	2.470100e+01
160	70	2.213900e+01	8.085700e-02	8.096600e-02	8.097900e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.428020e-01	1.000000e+00	NaN	NaN	2.213900e+01
160	80	1.989300e+01	1.010200e-01	9.979500e-02	9.918400e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.999990e-01	1.000000e+00	NaN	NaN	1.989300e+01
160	90	1.794300e+01	1.220300e-01	1.226800e-01	1.214100e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.661200e-01	1.000000e+00	NaN	NaN	1.794300e+01
170	10	4.450400e+01	7.956200e-03	7.976500e-03	7.929900e-03	NaN	NaN	NaN	NaN	NaN	NaN	2.386260e-02	1.000000e+00	NaN	NaN	4.450400e+01
170	100	1.621800e+01	1.445600e-01	1.447400e-01	1.445600e-01	NaN	NaN	NaN	NaN	NaN	NaN	4.338600e-01	1.000000e+00	NaN	NaN	1.621800e+01
170	110	1.468100e+01	1.694800e-01	1.716600e-01	1.722900e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.134300e-01	1.000000e+00	NaN	NaN	1.468100e+01
170	120	1.332100e+01	1.958200e-01	2.006900e-01	1.973300e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.938400e-01	1.000000e+00	NaN	NaN	1.332100e+01
170	20	3.941800e+01	1.527300e-02	1.532400e-02	1.531500e-02	NaN	NaN	NaN	NaN	NaN	NaN	4.591200e-02	1.000000e+00	NaN	NaN	3.941800e+01
170	30	3.488800e+01	2.439700e-02	2.464900e-02	2.453600e-02	NaN	NaN	NaN	NaN	NaN	NaN	7.358200e-02	1.000000e+00	NaN	NaN	3.488800e+01
170	40	3.098800e+01	3.604000e-02	3.592000e-02	3.571300e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.076730e-01	1.000000e+00	NaN	NaN	3.098800e+01
170	50	2.760200e+01	4.898900e-02	4.899200e-02	4.902900e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.470100e-01	1.000000e+00	NaN	NaN	2.760200e+01
170	60	2.469800e+01	6.372200e-02	6.364100e-02	6.402100e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.913840e-01	1.000000e+00	NaN	NaN	2.469800e+01
170	70	2.214100e+01	8.179800e-02	8.119800e-02	8.064600e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.436420e-01	1.000000e+00	NaN	NaN	2.214100e+01
