MD1	DMP	DM3	CrossSection_fb	~h2->e1,E1,~h1	~h2->e2,E2,~h1	~h2->e3,E3,~h1	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1
60	110	100	1.864000e+01	NaN	NaN	NaN	4.704300e-02	4.676500e-02	4.676300e-02	4.706900e-02	4.706700e-02	4.676100e-02
60	120	100	1.605600e+01	NaN	NaN	NaN	7.527700e-02	7.479000e-02	7.528300e-02	7.536600e-02	7.514800e-02	7.476800e-02
60	20	100	1.208800e+02	NaN	NaN	NaN	3.979100e-07	3.976400e-07	3.827400e-07	3.981500e-07	3.978500e-07	3.826000e-07
60	30	100	9.204300e+01	NaN	NaN	NaN	2.835800e-06	2.836100e-06	2.788400e-06	2.838700e-06	2.837400e-06	2.790500e-06
60	40	100	7.141100e+01	NaN	NaN	NaN	1.163600e-05	1.163000e-05	1.152200e-05	1.163600e-05	1.164300e-05	1.152100e-05
60	50	100	5.657900e+01	NaN	NaN	NaN	3.605600e-05	3.606000e-05	3.582200e-05	3.605300e-05	3.603400e-05	3.580400e-05
60	60	100	4.545200e+01	NaN	NaN	NaN	9.647200e-05	9.634100e-05	9.599800e-05	9.637700e-05	9.634800e-05	9.602000e-05
60	70	100	3.710100e+01	NaN	NaN	NaN	2.476800e-04	2.477300e-04	2.469200e-04	2.477000e-04	2.476900e-04	2.469900e-04
60	80	100	3.076500e+01	NaN	NaN	NaN	8.650000e-04	8.658500e-04	8.640000e-04	8.653900e-04	8.663600e-04	8.645500e-04
60	90	100	2.574700e+01	NaN	NaN	NaN	8.760700e-03	8.741100e-03	8.731600e-03	8.755700e-03	8.744600e-03	8.731000e-03
70	10	100	1.631600e+02	NaN	NaN	NaN	1.370000e-08	1.369500e-08	1.175200e-08	1.370900e-08	1.369600e-08	1.176800e-08
70	100	100	2.178700e+01	NaN	NaN	NaN	2.470300e-02	2.469200e-02	2.465900e-02	2.473500e-02	2.465700e-02	2.458200e-02
70	110	100	1.866700e+01	NaN	NaN	NaN	4.689200e-02	4.702600e-02	4.678000e-02	4.692500e-02	4.698000e-02	4.696200e-02
70	120	100	1.609500e+01	NaN	NaN	NaN	7.533600e-02	7.512300e-02	7.486300e-02	7.524100e-02	7.555500e-02	7.487200e-02
70	20	100	1.208200e+02	NaN	NaN	NaN	3.981000e-07	3.980200e-07	3.827700e-07	3.982900e-07	3.976800e-07	3.828400e-07
70	30	100	9.182100e+01	NaN	NaN	NaN	2.838000e-06	2.837000e-06	2.787700e-06	2.838000e-06	2.839900e-06	2.790300e-06
70	40	100	7.151500e+01	NaN	NaN	NaN	1.163800e-05	1.163500e-05	1.152500e-05	1.165100e-05	1.164300e-05	1.152200e-05
70	50	100	5.652800e+01	NaN	NaN	NaN	3.603600e-05	3.604100e-05	3.583500e-05	3.606100e-05	3.605900e-05	3.582700e-05
70	60	100	4.546400e+01	NaN	NaN	NaN	9.632700e-05	9.630000e-05	9.605400e-05	9.642400e-05	9.649800e-05	9.596400e-05
70	70	100	3.717700e+01	NaN	NaN	NaN	2.478400e-04	2.478100e-04	2.470400e-04	2.477400e-04	2.475500e-04	2.469300e-04
70	80	100	3.076300e+01	NaN	NaN	NaN	8.657100e-04	8.648800e-04	8.639800e-04	8.661900e-04	8.659500e-04	8.646000e-04
70	90	100	2.572200e+01	NaN	NaN	NaN	8.769600e-03	8.731600e-03	8.741300e-03	8.745500e-03	8.741200e-03	8.752600e-03
80	10	100	1.632900e+02	NaN	NaN	NaN	1.370500e-08	1.369000e-08	1.176300e-08	1.370000e-08	1.370200e-08	1.176300e-08
80	100	100	2.180500e+01	NaN	NaN	NaN	2.469100e-02	2.472500e-02	2.468300e-02	2.468400e-02	2.470500e-02	2.469900e-02
80	110	100	1.862800e+01	NaN	NaN	NaN	4.718600e-02	4.690700e-02	4.738300e-02	4.692500e-02	4.692100e-02	4.709800e-02
80	120	100	1.609400e+01	NaN	NaN	NaN	7.539600e-02	7.493000e-02	7.571400e-02	7.534700e-02	7.521400e-02	7.492100e-02
80	20	100	1.209000e+02	NaN	NaN	NaN	3.978300e-07	3.978000e-07	3.827900e-07	3.979000e-07	3.976800e-07	3.825200e-07
80	30	100	9.190900e+01	NaN	NaN	NaN	2.836500e-06	2.838400e-06	2.788000e-06	2.839900e-06	2.835700e-06	2.790100e-06
80	40	100	7.141600e+01	NaN	NaN	NaN	1.163600e-05	1.163900e-05	1.152700e-05	1.163500e-05	1.163200e-05	1.153300e-05
80	50	100	5.653600e+01	NaN	NaN	NaN	3.603900e-05	3.603600e-05	3.581400e-05	3.606100e-05	3.599500e-05	3.580500e-05
80	60	100	4.547200e+01	NaN	NaN	NaN	9.639800e-05	9.649000e-05	9.601700e-05	9.641600e-05	9.640600e-05	9.597000e-05
80	70	100	3.709100e+01	NaN	NaN	NaN	2.475900e-04	2.476600e-04	2.468900e-04	2.478100e-04	2.476300e-04	2.468400e-04
80	80	100	3.071500e+01	NaN	NaN	NaN	8.656100e-04	8.662900e-04	8.643400e-04	8.663000e-04	8.655500e-04	8.643900e-04
80	90	100	2.579800e+01	NaN	NaN	NaN	8.764900e-03	8.748500e-03	8.737300e-03	8.747000e-03	8.748700e-03	8.746900e-03
90	10	100	1.635400e+02	NaN	NaN	NaN	1.369100e-08	1.368900e-08	1.175900e-08	1.370000e-08	1.369000e-08	1.174500e-08
90	100	100	2.178900e+01	NaN	NaN	NaN	2.461400e-02	2.467800e-02	2.472400e-02	2.463000e-02	2.475500e-02	2.470400e-02
90	110	100	1.865600e+01	NaN	NaN	NaN	4.710500e-02	4.695200e-02	4.703800e-02	4.699600e-02	4.710100e-02	4.705600e-02
90	120	100	1.607600e+01	NaN	NaN	NaN	7.536100e-02	7.520400e-02	7.533100e-02	7.493500e-02	7.548700e-02	7.492900e-02
90	20	100	1.209800e+02	NaN	NaN	NaN	3.981400e-07	3.981100e-07	3.827400e-07	3.979400e-07	3.979200e-07	3.825800e-07
90	30	100	9.199100e+01	NaN	NaN	NaN	2.838500e-06	2.837500e-06	2.786700e-06	2.839200e-06	2.836400e-06	2.790100e-06
90	40	100	7.131400e+01	NaN	NaN	NaN	1.164500e-05	1.164000e-05	1.152900e-05	1.163800e-05	1.164100e-05	1.151700e-05
90	50	100	5.651600e+01	NaN	NaN	NaN	3.606200e-05	3.604000e-05	3.582800e-05	3.600300e-05	3.603600e-05	3.582600e-05
90	60	100	4.548100e+01	NaN	NaN	NaN	9.640900e-05	9.634800e-05	9.601000e-05	9.634500e-05	9.641600e-05	9.598100e-05
90	70	100	3.720300e+01	NaN	NaN	NaN	2.476200e-04	2.474300e-04	2.470100e-04	2.476500e-04	2.479100e-04	2.469800e-04
90	80	100	3.072900e+01	NaN	NaN	NaN	8.666400e-04	8.659000e-04	8.636600e-04	8.653000e-04	8.650100e-04	8.646600e-04
90	90	100	2.575800e+01	NaN	NaN	NaN	8.753100e-03	8.750500e-03	8.732300e-03	8.742300e-03	8.743400e-03	8.739800e-03
1	10	100	1.634700e+02	NaN	NaN	NaN	1.370300e-08	1.369900e-08	1.176100e-08	1.370200e-08	1.370100e-08	1.176700e-08
1	100	100	2.178100e+01	NaN	NaN	NaN	2.466500e-02	2.481700e-02	2.468200e-02	2.479000e-02	2.467100e-02	2.468600e-02
1	110	100	1.863900e+01	NaN	NaN	NaN	4.689600e-02	4.708500e-02	4.701800e-02	4.686900e-02	4.711900e-02	4.695500e-02
1	120	100	1.606700e+01	NaN	NaN	NaN	7.543800e-02	7.477000e-02	7.486200e-02	7.521200e-02	7.525600e-02	7.520400e-02
1	20	100	1.207300e+02	NaN	NaN	NaN	3.981000e-07	3.980800e-07	3.826300e-07	3.980800e-07	3.978700e-07	3.823700e-07
1	30	100	9.191500e+01	NaN	NaN	NaN	2.839300e-06	2.838600e-06	2.788900e-06	2.834700e-06	2.837700e-06	2.789700e-06
1	40	100	7.133600e+01	NaN	NaN	NaN	1.162000e-05	1.164000e-05	1.152200e-05	1.164000e-05	1.163600e-05	1.152300e-05
1	50	100	5.647600e+01	NaN	NaN	NaN	3.605600e-05	3.607600e-05	3.583600e-05	3.607100e-05	3.606500e-05	3.577000e-05
1	60	100	4.552300e+01	NaN	NaN	NaN	9.640900e-05	9.642900e-05	9.603900e-05	9.635400e-05	9.639300e-05	9.602500e-05
1	70	100	3.716900e+01	NaN	NaN	NaN	2.478300e-04	2.477200e-04	2.467800e-04	2.479300e-04	2.475700e-04	2.467700e-04
1	80	100	3.078500e+01	NaN	NaN	NaN	8.662200e-04	8.655700e-04	8.647300e-04	8.662800e-04	8.653500e-04	8.650600e-04
1	90	100	2.574200e+01	NaN	NaN	NaN	8.738900e-03	8.749600e-03	8.741800e-03	8.740100e-03	8.749100e-03	8.741100e-03
